case_id,map_size,structure_type,seed,obstacle_rate,grid_sha256,start,goal,optimal_cost,algorithm,path_found,path_cost,path_cost_gap,optimal,expanded_nodes,unet_call_count,unet_scored_node_count,cache_hit_count,cache_hit_rate,cached_region_count,patch_extraction_seconds,cache_lookup_seconds,unet_inference_seconds,full_map_inference_seconds,astar_search_seconds,total_runtime_seconds
size100_open_random_seed120260728,100,open_random,120260728,0.1,f9a2404b560cb2f41fc97dbebedee38e18920aa6c87c79ad0e443b795d07a10c,"78,29","81,69",47,full_map_unet_tiebreak,True,47,0,True,195,1,0,0,0.0,0,0.0,0.0,0.0,0.06334668731689454,0.0007310120001875475,0.06407769931708208
size100_open_random_seed120260728,100,open_random,120260728,0.1,f9a2404b560cb2f41fc97dbebedee38e18920aa6c87c79ad0e443b795d07a10c,"78,29","81,69",47,lazy_patch_32_no_cache,True,47,0,True,195,255,255,0,0.0,0,0.029976158002682496,0.0,0.1266408001482487,0.0,0.07633854784912181,0.232955506000053
size100_open_random_seed120260728,100,open_random,120260728,0.1,f9a2404b560cb2f41fc97dbebedee38e18920aa6c87c79ad0e443b795d07a10c,"78,29","81,69",47,region_cache_patch_32,True,47,0,True,195,3,258,255,0.9883720930232558,3,0.0049616909996075265,1.9162002217854024e-05,0.0009675199985504151,0.0,0.0019409989995328942,0.00788937199990869
size100_open_random_seed120260728,100,open_random,120260728,0.1,f9a2404b560cb2f41fc97dbebedee38e18920aa6c87c79ad0e443b795d07a10c,"78,29","81,69",47,region_cache_patch_64,True,47,0,True,195,2,257,255,0.9922178988326849,2,0.009622857000294971,1.8270001419296023e-05,0.005946368038654328,0.0,0.005183324959683887,0.02077082000005248
