case_id,map_size,structure_type,seed,obstacle_rate,grid_sha256,start,goal,optimal_cost,algorithm,path_found,path_cost,path_cost_gap,optimal,expanded_nodes,unet_call_count,unet_scored_node_count,cache_hit_count,cache_hit_rate,cached_region_count,patch_extraction_seconds,cache_lookup_seconds,unet_inference_seconds,full_map_inference_seconds,astar_search_seconds,total_runtime_seconds,status,failure_reason
size500_maze_like_seed520380809,500,maze_like,520380809,0.1,2cd57b383666279aa234228b722a2ca62f54cc929c238582083bb8a517a9ab1a,"416,120","417,122",3,region_cache_patch_32,True,3,0,True,4,1,5,4,0.8,1,0.0018430679999994481,1.4529999816659256e-06,0.0011253440380096435,0.0,0.0009102849620239795,0.003880150000014737,completed,
size500_maze_like_seed520380809,500,maze_like,520380809,0.1,2cd57b383666279aa234228b722a2ca62f54cc929c238582083bb8a517a9ab1a,"416,120","417,122",3,region_cache_patch_64,True,3,0,True,4,1,5,4,0.8,1,0.007328071000017644,1.7999999784024112e-06,0.00037068799138069154,0.0,0.0008352510086069743,0.008535809999983712,completed,
size500_maze_like_seed520380810,500,maze_like,520380810,0.2,e95ba15bd98445d21d97f378e7f62af0695bdc68f37c231e712dff9a59eb7e11,"446,77","448,76",3,manhattan_astar,True,3,0,True,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.743799998621398e-05,1.743799998621398e-05,completed,
size500_maze_like_seed520380810,500,maze_like,520380810,0.2,e95ba15bd98445d21d97f378e7f62af0695bdc68f37c231e712dff9a59eb7e11,"446,77","448,76",3,full_map_unet_tiebreak,True,3,0,True,4,1,0,0,0.0,0,0.0,0.0,0.0,0.007994368076324462,7.600399999319052e-05,0.008070372076317653,completed,
size500_maze_like_seed520380810,500,maze_like,520380810,0.2,e95ba15bd98445d21d97f378e7f62af0695bdc68f37c231e712dff9a59eb7e11,"446,77","448,76",3,region_cache_patch_32,True,3,0,True,4,1,5,4,0.8,1,0.0019273759999975937,1.238999999486623e-06,0.00046585598587989805,0.0,0.0006536200141338213,0.0030480910000107997,completed,
size500_maze_like_seed520380810,500,maze_like,520380810,0.2,e95ba15bd98445d21d97f378e7f62af0695bdc68f37c231e712dff9a59eb7e11,"446,77","448,76",3,region_cache_patch_64,True,3,0,True,4,1,5,4,0.8,1,0.007179667999992034,1.5830000279493106e-06,0.00035334399342536925,0.0,0.0008888680065686004,0.008423463000013953,completed,
size500_maze_like_seed520380811,500,maze_like,520380811,0.3,38b331b72826eaf7b607b2249c26358f6e66e956f284dac52ae5984d16ce7b31,"346,106","346,105",1,manhattan_astar,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.219600000013088e-05,1.219600000013088e-05,completed,
size500_maze_like_seed520380811,500,maze_like,520380811,0.3,38b331b72826eaf7b607b2249c26358f6e66e956f284dac52ae5984d16ce7b31,"346,106","346,105",1,full_map_unet_tiebreak,True,1,0,True,2,1,0,0,0.0,0,0.0,0.0,0.0,0.005478400230407715,4.0195999986281095e-05,0.005518596230393996,completed,
size500_maze_like_seed520380811,500,maze_like,520380811,0.3,38b331b72826eaf7b607b2249c26358f6e66e956f284dac52ae5984d16ce7b31,"346,106","346,105",1,region_cache_patch_32,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.658499999734886e-05,1.658499999734886e-05,completed,
size500_maze_like_seed520380811,500,maze_like,520380811,0.3,38b331b72826eaf7b607b2249c26358f6e66e956f284dac52ae5984d16ce7b31,"346,106","346,105",1,region_cache_patch_64,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.8166000018027262e-05,1.8166000018027262e-05,completed,
size500_maze_like_seed520380812,500,maze_like,520380812,0.4,b0725fc1a83b96deb8066614489aa3475cdc9393b2820727d82ef825661cfb62,"22,126","21,126",1,manhattan_astar,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.1662000019896368e-05,1.1662000019896368e-05,completed,
size500_maze_like_seed520380812,500,maze_like,520380812,0.4,b0725fc1a83b96deb8066614489aa3475cdc9393b2820727d82ef825661cfb62,"22,126","21,126",1,full_map_unet_tiebreak,True,1,0,True,2,1,0,0,0.0,0,0.0,0.0,0.0,0.006387839794158936,4.399299999136019e-05,0.006431832794150296,completed,
size500_maze_like_seed520380812,500,maze_like,520380812,0.4,b0725fc1a83b96deb8066614489aa3475cdc9393b2820727d82ef825661cfb62,"22,126","21,126",1,region_cache_patch_32,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.3353000014149075e-05,1.3353000014149075e-05,completed,
size500_maze_like_seed520380812,500,maze_like,520380812,0.4,b0725fc1a83b96deb8066614489aa3475cdc9393b2820727d82ef825661cfb62,"22,126","21,126",1,region_cache_patch_64,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.3738999996348866e-05,1.3738999996348866e-05,completed,
size500_maze_like_seed520380813,500,maze_like,520380813,0.1,c2696caed53d419798b35097c70d8b43d368fe488881e8ca462bf3ceae28c2b4,"368,120","367,120",1,manhattan_astar,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.5117999993208286e-05,1.5117999993208286e-05,completed,
size500_maze_like_seed520380813,500,maze_like,520380813,0.1,c2696caed53d419798b35097c70d8b43d368fe488881e8ca462bf3ceae28c2b4,"368,120","367,120",1,full_map_unet_tiebreak,True,1,0,True,2,1,0,0,0.0,0,0.0,0.0,0.0,0.008003583908081055,4.0310999992243524e-05,0.008043894908073298,completed,
size500_maze_like_seed520380813,500,maze_like,520380813,0.1,c2696caed53d419798b35097c70d8b43d368fe488881e8ca462bf3ceae28c2b4,"368,120","367,120",1,region_cache_patch_32,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.6066000000591885e-05,1.6066000000591885e-05,completed,
size500_maze_like_seed520380813,500,maze_like,520380813,0.1,c2696caed53d419798b35097c70d8b43d368fe488881e8ca462bf3ceae28c2b4,"368,120","367,120",1,region_cache_patch_64,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.3300000006211121e-05,1.3300000006211121e-05,completed,
size500_maze_like_seed520380814,500,maze_like,520380814,0.2,4a8ca8a623b58302ad2459039f6b802a704662c207ce6b1d603b0d0a0df92f1f,"153,309","152,310",2,manhattan_astar,True,2,0,True,4,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.490599999305232e-05,2.490599999305232e-05,completed,
size500_maze_like_seed520380814,500,maze_like,520380814,0.2,4a8ca8a623b58302ad2459039f6b802a704662c207ce6b1d603b0d0a0df92f1f,"153,309","152,310",2,full_map_unet_tiebreak,True,2,0,True,3,1,0,0,0.0,0,0.0,0.0,0.0,0.006303743839263916,5.165200002466008e-05,0.006355395839288576,completed,
size500_maze_like_seed520380814,500,maze_like,520380814,0.2,4a8ca8a623b58302ad2459039f6b802a704662c207ce6b1d603b0d0a0df92f1f,"153,309","152,310",2,region_cache_patch_32,True,2,0,True,3,1,3,2,0.6666666666666666,1,0.001974969000002602,1.1280000080660102e-06,0.0009879680275917053,0.0,0.0008253079724154305,0.003789373000017804,completed,
size500_maze_like_seed520380814,500,maze_like,520380814,0.2,4a8ca8a623b58302ad2459039f6b802a704662c207ce6b1d603b0d0a0df92f1f,"153,309","152,310",2,region_cache_patch_64,True,2,0,True,3,1,3,2,0.6666666666666666,1,0.007668951999988849,1.1849999737023609e-06,0.0005889599919319153,0.0,0.0008243170080797881,0.009083413999974255,completed,
size500_maze_like_seed520380815,500,maze_like,520380815,0.3,dfac8643e0481cf9610bf70b4690308f62294394aafff60f8150d6a3eebc048c,"457,49","455,48",3,manhattan_astar,True,3,0,True,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.889999998638814e-05,1.889999998638814e-05,completed,
size500_maze_like_seed520380815,500,maze_like,520380815,0.3,dfac8643e0481cf9610bf70b4690308f62294394aafff60f8150d6a3eebc048c,"457,49","455,48",3,full_map_unet_tiebreak,True,3,0,True,4,1,0,0,0.0,0,0.0,0.0,0.0,0.006614016056060791,5.260300000031748e-05,0.006666619056061108,completed,
size500_maze_like_seed520380815,500,maze_like,520380815,0.3,dfac8643e0481cf9610bf70b4690308f62294394aafff60f8150d6a3eebc048c,"457,49","455,48",3,region_cache_patch_32,True,3,0,True,4,1,5,4,0.8,1,0.00179976699999429,1.1959999994815007e-06,0.0009891840219497681,0.0,0.0009024489780356361,0.0036925959999791758,completed,
size500_maze_like_seed520380815,500,maze_like,520380815,0.3,dfac8643e0481cf9610bf70b4690308f62294394aafff60f8150d6a3eebc048c,"457,49","455,48",3,region_cache_patch_64,True,3,0,True,4,1,5,4,0.8,1,0.007616769999998496,1.9649999671855767e-06,0.0008194239735603333,0.0,0.0007698990264584609,0.009208057999984476,completed,
size500_maze_like_seed520380816,500,maze_like,520380816,0.4,2a781a34414177885f1076c110880ce19e8944f058283f8d2d373536dae14085,"245,276","246,278",3,manhattan_astar,True,3,0,True,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.8228000016051737e-05,1.8228000016051737e-05,completed,
size500_maze_like_seed520380816,500,maze_like,520380816,0.4,2a781a34414177885f1076c110880ce19e8944f058283f8d2d373536dae14085,"245,276","246,278",3,full_map_unet_tiebreak,True,3,0,True,4,1,0,0,0.0,0,0.0,0.0,0.0,0.006718656063079834,5.421800000249277e-05,0.006772874063082327,completed,
size500_maze_like_seed520380816,500,maze_like,520380816,0.4,2a781a34414177885f1076c110880ce19e8944f058283f8d2d373536dae14085,"245,276","246,278",3,region_cache_patch_32,True,3,0,True,4,1,5,4,0.8,1,0.001961802000010948,1.0640000027706265e-06,0.0010035200119018555,0.0,0.0008890569880763905,0.003855442999991965,completed,
size500_maze_like_seed520380816,500,maze_like,520380816,0.4,2a781a34414177885f1076c110880ce19e8944f058283f8d2d373536dae14085,"245,276","246,278",3,region_cache_patch_64,True,3,0,True,4,1,5,4,0.8,1,0.0068649049999862655,1.491999995550941e-06,0.0003543039858341217,0.0,0.0008020460141965487,0.008022747000012487,completed,
size500_maze_like_seed520380817,500,maze_like,520380817,0.1,d0b6c8ca7e5871c0465d2dd104292ce48eaa9c95a5e0b81099402e7ef8cf39c6,"476,436","478,436",2,manhattan_astar,True,2,0,True,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.395099999967897e-05,1.395099999967897e-05,completed,
size500_maze_like_seed520380817,500,maze_like,520380817,0.1,d0b6c8ca7e5871c0465d2dd104292ce48eaa9c95a5e0b81099402e7ef8cf39c6,"476,436","478,436",2,full_map_unet_tiebreak,True,2,0,True,3,1,0,0,0.0,0,0.0,0.0,0.0,0.006598656177520752,4.5644000010724994e-05,0.006644300177531477,completed,
size500_maze_like_seed520380817,500,maze_like,520380817,0.1,d0b6c8ca7e5871c0465d2dd104292ce48eaa9c95a5e0b81099402e7ef8cf39c6,"476,436","478,436",2,region_cache_patch_32,True,2,0,True,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.6396000006579925e-05,1.6396000006579925e-05,completed,
size500_maze_like_seed520380817,500,maze_like,520380817,0.1,d0b6c8ca7e5871c0465d2dd104292ce48eaa9c95a5e0b81099402e7ef8cf39c6,"476,436","478,436",2,region_cache_patch_64,True,2,0,True,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.536499999588159e-05,1.536499999588159e-05,completed,
size500_maze_like_seed520380818,500,maze_like,520380818,0.2,6c4a9bee7ff039737a26a6f7159f7ec0c571c8b6d50911d219a4acbb82191df1,"95,478","96,478",1,manhattan_astar,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0846000009223644e-05,1.0846000009223644e-05,completed,
size500_maze_like_seed520380818,500,maze_like,520380818,0.2,6c4a9bee7ff039737a26a6f7159f7ec0c571c8b6d50911d219a4acbb82191df1,"95,478","96,478",1,full_map_unet_tiebreak,True,1,0,True,2,1,0,0,0.0,0,0.0,0.0,0.0,0.0066548800468444825,4.022600001007959e-05,0.006695106046854562,completed,
size500_maze_like_seed520380818,500,maze_like,520380818,0.2,6c4a9bee7ff039737a26a6f7159f7ec0c571c8b6d50911d219a4acbb82191df1,"95,478","96,478",1,region_cache_patch_32,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.2887999986332943e-05,1.2887999986332943e-05,completed,
size500_maze_like_seed520380818,500,maze_like,520380818,0.2,6c4a9bee7ff039737a26a6f7159f7ec0c571c8b6d50911d219a4acbb82191df1,"95,478","96,478",1,region_cache_patch_64,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.2558000008766612e-05,1.2558000008766612e-05,completed,
size500_maze_like_seed520380819,500,maze_like,520380819,0.3,0eee0d5e96948bb76c587e20eebd19567d78f6664734c73c9f0212de11207a5b,"321,98","322,96",3,manhattan_astar,True,3,0,True,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.902199997516618e-05,1.902199997516618e-05,completed,
size500_maze_like_seed520380819,500,maze_like,520380819,0.3,0eee0d5e96948bb76c587e20eebd19567d78f6664734c73c9f0212de11207a5b,"321,98","322,96",3,full_map_unet_tiebreak,True,3,0,True,4,1,0,0,0.0,0,0.0,0.0,0.0,0.006769919872283935,6.637600000658495e-05,0.00683629587229052,completed,
size500_maze_like_seed520380819,500,maze_like,520380819,0.3,0eee0d5e96948bb76c587e20eebd19567d78f6664734c73c9f0212de11207a5b,"321,98","322,96",3,region_cache_patch_32,True,3,0,True,4,1,5,4,0.8,1,0.0019867630000192094,1.1879999703978683e-06,0.0009585599899291993,0.0,0.0012223520100708356,0.004168862999989642,completed,
size500_maze_like_seed520380819,500,maze_like,520380819,0.3,0eee0d5e96948bb76c587e20eebd19567d78f6664734c73c9f0212de11207a5b,"321,98","322,96",3,region_cache_patch_64,True,3,0,True,4,1,5,4,0.8,1,0.007867373000010502,2.320000021427404e-06,0.0003624959886074066,0.0,0.0007792190113527794,0.009011407999992116,completed,
size500_maze_like_seed520380820,500,maze_like,520380820,0.4,a94d677a5dc13ba3d4b3983fcb66a9022c51395f3d6ac011a5265122b17ec169,"137,342","136,340",3,manhattan_astar,True,3,0,True,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.2596999997404055e-05,2.2596999997404055e-05,completed,
size500_maze_like_seed520380820,500,maze_like,520380820,0.4,a94d677a5dc13ba3d4b3983fcb66a9022c51395f3d6ac011a5265122b17ec169,"137,342","136,340",3,full_map_unet_tiebreak,True,3,0,True,4,1,0,0,0.0,0,0.0,0.0,0.0,0.00657203197479248,5.848699998978191e-05,0.006630518974782262,completed,
size500_maze_like_seed520380820,500,maze_like,520380820,0.4,a94d677a5dc13ba3d4b3983fcb66a9022c51395f3d6ac011a5265122b17ec169,"137,342","136,340",3,region_cache_patch_32,True,3,0,True,4,1,5,4,0.8,1,0.002022991000018237,1.077000007398965e-06,0.000997376024723053,0.0,0.000648852975236423,0.003670296999985112,completed,
size500_maze_like_seed520380820,500,maze_like,520380820,0.4,a94d677a5dc13ba3d4b3983fcb66a9022c51395f3d6ac011a5265122b17ec169,"137,342","136,340",3,region_cache_patch_64,True,3,0,True,4,1,5,4,0.8,1,0.007205749999997124,1.3750000107393134e-06,0.00038092800974845887,0.0,0.0008222279902540777,0.0084102810000104,completed,
size500_maze_like_seed520380821,500,maze_like,520380821,0.1,849549b9952735601d94a46e94bf5bd4f93c7f60ad2bd175b1db6a4f6ee17cbf,"213,354","213,352",2,manhattan_astar,True,2,0,True,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.2291000018649356e-05,1.2291000018649356e-05,completed,
size500_maze_like_seed520380821,500,maze_like,520380821,0.1,849549b9952735601d94a46e94bf5bd4f93c7f60ad2bd175b1db6a4f6ee17cbf,"213,354","213,352",2,full_map_unet_tiebreak,True,2,0,True,3,1,0,0,0.0,0,0.0,0.0,0.0,0.005967872142791748,4.4137999992699406e-05,0.006012010142784447,completed,
size500_maze_like_seed520380821,500,maze_like,520380821,0.1,849549b9952735601d94a46e94bf5bd4f93c7f60ad2bd175b1db6a4f6ee17cbf,"213,354","213,352",2,region_cache_patch_32,True,2,0,True,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.89909999903648e-05,1.89909999903648e-05,completed,
size500_maze_like_seed520380821,500,maze_like,520380821,0.1,849549b9952735601d94a46e94bf5bd4f93c7f60ad2bd175b1db6a4f6ee17cbf,"213,354","213,352",2,region_cache_patch_64,True,2,0,True,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.3942000009592448e-05,1.3942000009592448e-05,completed,
size500_maze_like_seed520380822,500,maze_like,520380822,0.2,847549b785769154ba1ec1d26da898d1a021c85b08e54dcbfc0b5bbf016c6422,"156,278","155,276",3,manhattan_astar,True,3,0,True,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.6740000006620903e-05,1.6740000006620903e-05,completed,
size500_maze_like_seed520380822,500,maze_like,520380822,0.2,847549b785769154ba1ec1d26da898d1a021c85b08e54dcbfc0b5bbf016c6422,"156,278","155,276",3,full_map_unet_tiebreak,True,3,0,True,4,1,0,0,0.0,0,0.0,0.0,0.0,0.007418879985809326,5.483999999000844e-05,0.007473719985799335,completed,
size500_maze_like_seed520380822,500,maze_like,520380822,0.2,847549b785769154ba1ec1d26da898d1a021c85b08e54dcbfc0b5bbf016c6422,"156,278","155,276",3,region_cache_patch_32,True,3,0,True,4,1,5,4,0.8,1,0.0018953570000235231,1.2350000133665162e-06,0.0003389439880847931,0.0,0.0006737070118831525,0.0029092430000048353,completed,
size500_maze_like_seed520380822,500,maze_like,520380822,0.2,847549b785769154ba1ec1d26da898d1a021c85b08e54dcbfc0b5bbf016c6422,"156,278","155,276",3,region_cache_patch_64,True,3,0,True,4,1,5,4,0.8,1,0.007824757999998155,1.152999971054669e-06,0.0003696320056915283,0.0,0.0006934349943551296,0.008888978000015868,completed,
size500_maze_like_seed520380823,500,maze_like,520380823,0.3,685284b7d4e72e2c2ad5276e6c3748fa7e2ab3bb88120b5b5982fd659e1d0470,"205,468","206,470",3,manhattan_astar,True,3,0,True,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.6340000001946464e-05,1.6340000001946464e-05,completed,
size500_maze_like_seed520380823,500,maze_like,520380823,0.3,685284b7d4e72e2c2ad5276e6c3748fa7e2ab3bb88120b5b5982fd659e1d0470,"205,468","206,470",3,full_map_unet_tiebreak,True,3,0,True,4,1,0,0,0.0,0,0.0,0.0,0.0,0.008121343612670898,5.196600000090257e-05,0.0081733096126718,completed,
size500_maze_like_seed520380823,500,maze_like,520380823,0.3,685284b7d4e72e2c2ad5276e6c3748fa7e2ab3bb88120b5b5982fd659e1d0470,"205,468","206,470",3,region_cache_patch_32,True,3,0,True,4,1,5,4,0.8,1,0.002215425000002824,1.1500000596242899e-06,0.00033993598818778993,0.0,0.0007088400117600031,0.0032653510000102415,completed,
size500_maze_like_seed520380823,500,maze_like,520380823,0.3,685284b7d4e72e2c2ad5276e6c3748fa7e2ab3bb88120b5b5982fd659e1d0470,"205,468","206,470",3,region_cache_patch_64,True,3,0,True,4,1,5,4,0.8,1,0.00715319900001532,9.639999802857346e-07,0.000354559987783432,0.0,0.0007878810122297181,0.008296604000008756,completed,
size500_maze_like_seed520380824,500,maze_like,520380824,0.4,41afc8f7958826b35d28d3cb133d39dc789175888f4959eebd81093b380e8a57,"145,429","147,428",3,manhattan_astar,True,3,0,True,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.835200001210069e-05,1.835200001210069e-05,completed,
size500_maze_like_seed520380824,500,maze_like,520380824,0.4,41afc8f7958826b35d28d3cb133d39dc789175888f4959eebd81093b380e8a57,"145,429","147,428",3,full_map_unet_tiebreak,True,3,0,True,4,1,0,0,0.0,0,0.0,0.0,0.0,0.007520256042480469,6.0734000015827405e-05,0.0075809900424962965,completed,
size500_maze_like_seed520380824,500,maze_like,520380824,0.4,41afc8f7958826b35d28d3cb133d39dc789175888f4959eebd81093b380e8a57,"145,429","147,428",3,region_cache_patch_32,True,3,0,True,4,1,5,4,0.8,1,0.0019668469999771787,1.4260000114063587e-06,0.00033996799588203433,0.0,0.0009285970041216842,0.0032368379999923036,completed,
size500_maze_like_seed520380824,500,maze_like,520380824,0.4,41afc8f7958826b35d28d3cb133d39dc789175888f4959eebd81093b380e8a57,"145,429","147,428",3,region_cache_patch_64,True,3,0,True,4,1,5,4,0.8,1,0.006981061999994154,1.3030000047820067e-06,0.0004108479917049408,0.0,0.000625091008285608,0.008018303999989485,completed,
size500_maze_like_seed520380825,500,maze_like,520380825,0.1,f7b0fb587a49c38136b2d6ed22eafd326d8067597cecfbd55afbf167d2fc293b,"215,78","215,77",1,manhattan_astar,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,9.941000001845168e-06,9.941000001845168e-06,completed,
size500_maze_like_seed520380825,500,maze_like,520380825,0.1,f7b0fb587a49c38136b2d6ed22eafd326d8067597cecfbd55afbf167d2fc293b,"215,78","215,77",1,full_map_unet_tiebreak,True,1,0,True,2,1,0,0,0.0,0,0.0,0.0,0.0,0.009272319793701172,5.283799998778704e-05,0.009325157793688959,completed,
size500_maze_like_seed520380825,500,maze_like,520380825,0.1,f7b0fb587a49c38136b2d6ed22eafd326d8067597cecfbd55afbf167d2fc293b,"215,78","215,77",1,region_cache_patch_32,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.3577999993685808e-05,1.3577999993685808e-05,completed,
size500_maze_like_seed520380825,500,maze_like,520380825,0.1,f7b0fb587a49c38136b2d6ed22eafd326d8067597cecfbd55afbf167d2fc293b,"215,78","215,77",1,region_cache_patch_64,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.2460000021974338e-05,1.2460000021974338e-05,completed,
size500_maze_like_seed520380826,500,maze_like,520380826,0.2,06d4b82475b9f98423b27487a58e489ccb48596830fea3697c1298533af0cf82,"253,222","250,222",3,manhattan_astar,True,3,0,True,4,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.4918000005081922e-05,1.4918000005081922e-05,completed,
size500_maze_like_seed520380826,500,maze_like,520380826,0.2,06d4b82475b9f98423b27487a58e489ccb48596830fea3697c1298533af0cf82,"253,222","250,222",3,full_map_unet_tiebreak,True,3,0,True,4,1,0,0,0.0,0,0.0,0.0,0.0,0.009021408081054687,6.398700000431745e-05,0.009085395081059005,completed,
size500_maze_like_seed520380826,500,maze_like,520380826,0.2,06d4b82475b9f98423b27487a58e489ccb48596830fea3697c1298533af0cf82,"253,222","250,222",3,region_cache_patch_32,True,3,0,True,4,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.1253999989312433e-05,2.1253999989312433e-05,completed,
size500_maze_like_seed520380826,500,maze_like,520380826,0.2,06d4b82475b9f98423b27487a58e489ccb48596830fea3697c1298533af0cf82,"253,222","250,222",3,region_cache_patch_64,True,3,0,True,4,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.5372999996543513e-05,1.5372999996543513e-05,completed,
size500_maze_like_seed520380827,500,maze_like,520380827,0.3,0d7712f1b463772ed7abf66a2a92f7fe696b4c9b621b4d1ce2ec565f2ba4cfd3,"195,424","198,425",4,manhattan_astar,True,4,0,True,8,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.9815000001699445e-05,1.9815000001699445e-05,completed,
size500_maze_like_seed520380827,500,maze_like,520380827,0.3,0d7712f1b463772ed7abf66a2a92f7fe696b4c9b621b4d1ce2ec565f2ba4cfd3,"195,424","198,425",4,full_map_unet_tiebreak,True,4,0,True,5,1,0,0,0.0,0,0.0,0.0,0.0,0.009209856033325196,5.178499998237385e-05,0.00926164103330757,completed,
size500_maze_like_seed520380827,500,maze_like,520380827,0.3,0d7712f1b463772ed7abf66a2a92f7fe696b4c9b621b4d1ce2ec565f2ba4cfd3,"195,424","198,425",4,region_cache_patch_32,True,4,0,True,5,1,7,6,0.8571428571428571,1,0.001970719000041754,1.4599999360598304e-06,0.0009881600141525269,0.0,0.0008331509858905974,0.003793490000020938,completed,
size500_maze_like_seed520380827,500,maze_like,520380827,0.3,0d7712f1b463772ed7abf66a2a92f7fe696b4c9b621b4d1ce2ec565f2ba4cfd3,"195,424","198,425",4,region_cache_patch_64,True,4,0,True,5,1,7,6,0.8571428571428571,1,0.007066893000001073,1.7109999816966592e-06,0.0003481599986553192,0.0,0.0006636010013739905,0.00808036500001208,completed,
size500_maze_like_seed520380828,500,maze_like,520380828,0.4,99dff6e664202045b0d5f956523af351ca6ea87276c7ebadf47d3cae679d5064,"237,314","236,314",1,manhattan_astar,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.1771000004046073e-05,1.1771000004046073e-05,completed,
size500_maze_like_seed520380828,500,maze_like,520380828,0.4,99dff6e664202045b0d5f956523af351ca6ea87276c7ebadf47d3cae679d5064,"237,314","236,314",1,full_map_unet_tiebreak,True,1,0,True,2,1,0,0,0.0,0,0.0,0.0,0.0,0.01013856029510498,4.5528999976340856e-05,0.01018408929508132,completed,
size500_maze_like_seed520380828,500,maze_like,520380828,0.4,99dff6e664202045b0d5f956523af351ca6ea87276c7ebadf47d3cae679d5064,"237,314","236,314",1,region_cache_patch_32,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.8165000000180953e-05,1.8165000000180953e-05,completed,
size500_maze_like_seed520380828,500,maze_like,520380828,0.4,99dff6e664202045b0d5f956523af351ca6ea87276c7ebadf47d3cae679d5064,"237,314","236,314",1,region_cache_patch_64,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.667399999405461e-05,1.667399999405461e-05,completed,
size500_maze_like_seed520380829,500,maze_like,520380829,0.1,59cfc245cabb2224c6393bff8057bb53a757bd41b15b8a916335e75b7a53330e,"387,368","387,369",1,manhattan_astar,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.3263999989021613e-05,1.3263999989021613e-05,completed,
size500_maze_like_seed520380829,500,maze_like,520380829,0.1,59cfc245cabb2224c6393bff8057bb53a757bd41b15b8a916335e75b7a53330e,"387,368","387,369",1,full_map_unet_tiebreak,True,1,0,True,2,1,0,0,0.0,0,0.0,0.0,0.0,0.005525504112243652,4.141200000162826e-05,0.005566916112245281,completed,
size500_maze_like_seed520380829,500,maze_like,520380829,0.1,59cfc245cabb2224c6393bff8057bb53a757bd41b15b8a916335e75b7a53330e,"387,368","387,369",1,region_cache_patch_32,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.5098000005764334e-05,1.5098000005764334e-05,completed,
size500_maze_like_seed520380829,500,maze_like,520380829,0.1,59cfc245cabb2224c6393bff8057bb53a757bd41b15b8a916335e75b7a53330e,"387,368","387,369",1,region_cache_patch_64,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,9.993000020358522e-06,9.993000020358522e-06,completed,
size500_maze_like_seed520380830,500,maze_like,520380830,0.2,0964af833d6a646ca1294ac29a96646f810a9b87e2ab7e4ef467189d36fdb5c5,"233,414","231,413",3,manhattan_astar,True,3,0,True,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.7377000006035814e-05,1.7377000006035814e-05,completed,
size500_maze_like_seed520380830,500,maze_like,520380830,0.2,0964af833d6a646ca1294ac29a96646f810a9b87e2ab7e4ef467189d36fdb5c5,"233,414","231,413",3,full_map_unet_tiebreak,True,3,0,True,4,1,0,0,0.0,0,0.0,0.0,0.0,0.00550380802154541,5.4076999987273666e-05,0.005557885021532684,completed,
