seed,map_size,obstacle_rate,map_mode,structured_type,start_goal_mode,start_row,start_col,goal_row,goal_col,heuristic,path_found,optimal,optimal_cost,path_length,expanded_nodes,runtime_seconds,skip_reason,mae,mse,rmse,underestimate_rate,overestimate_rate,large_underestimate_rate,large_overestimate_rate,max_overestimate
0,20,0.3,structured,bottleneck,random,2,14,14,3,dijkstra,True,True,31,31,278,0.0005684159987140447,,17.32033426183844,389.983286908078,19.7479945034446,0.9972144846796658,0.0,0.9331476323119777,0.0,0.0
0,20,0.3,structured,bottleneck,random,2,14,14,3,manhattan,True,True,31,31,177,0.00042470799962757155,,3.988857938718663,29.637883008356546,5.444068607976625,0.5598885793871866,0.0,0.5376044568245125,0.0,0.0
0,20,0.3,structured,bottleneck,random,2,14,14,3,mlp_table,True,True,31,31,148,0.0007470410018868279,,3.831390515675452,22.5410385225945,4.747740359644207,0.5654596100278552,0.43175487465181056,0.5264623955431755,0.019498607242339833,3.7599239349365234
0,20,0.3,structured,bottleneck,random,2,14,14,3,unet,True,True,31,31,156,0.0008936250014812686,,4.0686292739631735,27.094080320064286,5.2051974333414375,0.7075208913649025,0.2924791086350975,0.5376044568245125,0.002785515320334262,3.648893356323242
1,20,0.3,structured,bottleneck,random,15,18,1,11,dijkstra,True,True,21,21,232,0.00048466700172866695,,18.501392757660167,425.58217270194984,20.62964305803544,0.9972144846796658,0.0,0.9526462395543176,0.0,0.0
1,20,0.3,structured,bottleneck,random,15,18,1,11,manhattan,True,True,21,21,109,0.00027533400134416297,,4.651810584958217,83.06406685236769,9.11394902621074,0.3203342618384401,0.0,0.298050139275766,0.0,0.0
1,20,0.3,structured,bottleneck,random,15,18,1,11,mlp_table,True,True,21,21,24,0.0001919999995152466,,5.255690992376598,75.51962624196466,8.69020288842353,0.32590529247910865,0.6713091922005571,0.29526462395543174,0.055710306406685235,4.507303237915039
1,20,0.3,structured,bottleneck,random,15,18,1,11,unet,True,True,21,21,72,0.0004463340010261163,,5.053017390886721,74.68814840689579,8.642230522665766,0.6072423398328691,0.39275766016713093,0.29526462395543174,0.027855153203342618,4.129585266113281
2,20,0.3,structured,bottleneck,random,5,11,7,14,dijkstra,True,True,5,5,46,0.00010054100130219012,,13.737430167597765,253.4022346368715,15.918612836452537,0.9972067039106145,0.0,0.9301675977653632,0.0,0.0
2,20,0.3,structured,bottleneck,random,5,11,7,14,manhattan,True,True,5,5,12,3.429099888307974e-05,,2.452513966480447,17.1731843575419,4.144054096840665,0.3770949720670391,0.0,0.3575418994413408,0.0,0.0
2,20,0.3,structured,bottleneck,random,5,11,7,14,mlp_table,True,True,5,5,6,5.3333002142608166e-05,,2.597444680149995,13.235759400682193,3.63809832201965,0.38268156424581007,0.6145251396648045,0.3016759776536313,0.008379888268156424,3.3867263793945312
2,20,0.3,structured,bottleneck,random,5,11,7,14,unet,True,True,5,5,8,6.216600013431162e-05,,2.524178286837466,13.287041649529897,3.6451394554296406,0.6145251396648045,0.3854748603351955,0.3268156424581006,0.008379888268156424,3.6645965576171875
0,20,0.3,structured,maze_like,random,2,16,17,6,dijkstra,True,True,29,29,214,0.00044166699808556587,,20.7168458781362,528.1863799283154,22.982305800948595,0.996415770609319,0.0,0.946236559139785,0.0,0.0
0,20,0.3,structured,maze_like,random,2,16,17,6,manhattan,True,True,29,29,128,0.0002992090012412518,,6.781362007168458,78.42293906810036,8.855672705565645,0.8709677419354839,0.0,0.8136200716845878,0.0,0.0
0,20,0.3,structured,maze_like,random,2,16,17,6,mlp_table,True,True,29,29,94,0.0006937920006748755,,5.933504322523712,62.24198793496617,7.889359158700165,0.8637992831541219,0.13261648745519714,0.7025089605734767,0.0,2.262269973754883
0,20,0.3,structured,maze_like,random,2,16,17,6,unet,True,True,29,29,70,0.0003947079967474565,,4.48478055371499,39.807093329609856,6.309286277354187,0.8494623655913979,0.15053763440860216,0.4121863799283154,0.0,2.4355239868164062
1,20,0.3,structured,maze_like,random,19,8,1,9,dijkstra,True,True,35,35,263,0.0005215840028540697,,19.812720848056536,484.69611307420496,22.015815067223947,0.9964664310954063,0.0,0.9469964664310954,0.0,0.0
1,20,0.3,structured,maze_like,random,19,8,1,9,manhattan,True,True,35,35,171,0.0003856670009554364,,5.971731448763251,72.24028268551237,8.499428374044479,0.8692579505300353,0.0,0.4734982332155477,0.0,0.0
1,20,0.3,structured,maze_like,random,19,8,1,9,mlp_table,True,True,35,35,130,0.000650458998279646,,5.092850733140332,54.24633752064663,7.365211301832869,0.8409893992932862,0.15547703180212014,0.46996466431095407,0.0,2.347749710083008
1,20,0.3,structured,maze_like,random,19,8,1,9,unet,True,True,35,35,88,0.0004565839990391396,,3.500770732865738,26.620924175035658,5.159546896291927,0.7137809187279152,0.2862190812720848,0.3250883392226148,0.038869257950530034,8.887838363647461
2,20,0.3,structured,maze_like,random,16,19,19,10,dijkstra,True,True,12,12,81,0.0001646250020712614,,19.41726618705036,498.62589928057554,22.329932809584886,0.9964028776978417,0.0,0.9496402877697842,0.0,0.0
2,20,0.3,structured,maze_like,random,16,19,19,10,manhattan,True,True,12,12,22,5.262500053504482e-05,,4.58273381294964,61.02158273381295,7.8116312466611575,0.4856115107913669,0.0,0.39928057553956836,0.0,0.0
2,20,0.3,structured,maze_like,random,16,19,19,10,mlp_table,True,True,12,12,18,0.00010491599823581055,,4.528585352057176,46.8915075232103,6.847737401741564,0.4892086330935252,0.5071942446043165,0.38848920863309355,0.025179856115107913,3.7599239349365234
2,20,0.3,structured,maze_like,random,16,19,19,10,unet,True,True,12,12,22,0.00011520900079631247,,4.4756490632141235,38.81054596809346,6.229811070015964,0.4748201438848921,0.5251798561151079,0.302158273381295,0.18345323741007194,5.823875427246094
0,20,0.3,structured,large_block,random,2,15,15,17,dijkstra,True,True,17,17,195,0.00041741599852684885,,14.564179104477612,267.9194029850746,16.368243735510376,0.9970149253731343,0.0,0.9283582089552239,0.0,0.0
0,20,0.3,structured,large_block,random,2,15,15,17,manhattan,True,True,17,17,65,0.0001678750013525132,,0.5492537313432836,1.9582089552238806,1.3993601949547803,0.1761194029850746,0.0,0.08955223880597014,0.0,0.0
0,20,0.3,structured,large_block,random,2,15,15,17,mlp_table,True,True,17,17,28,0.00020333300199126825,,1.1852586141273156,2.5137524579236366,1.5854817747056056,0.15223880597014924,0.844776119402985,0.020895522388059702,0.05970149253731343,4.910266876220703
0,20,0.3,structured,large_block,random,2,15,15,17,unet,True,True,17,17,58,0.00034791600046446547,,1.4091883086446506,3.9414474772102794,1.985307904887874,0.39104477611940297,0.608955223880597,0.04477611940298507,0.09850746268656717,7.917499542236328
1,20,0.3,structured,large_block,random,16,14,1,7,dijkstra,True,True,30,30,322,0.000698124997143168,,16.244897959183675,362.4606413994169,19.038399129113163,0.9970845481049563,0.0,0.9387755102040817,0.0,0.0
1,20,0.3,structured,large_block,random,16,14,1,7,manhattan,True,True,30,30,184,0.00046195799950510263,,2.75801749271137,31.26530612244898,5.591538797365979,0.3032069970845481,0.0,0.26239067055393583,0.0,0.0
1,20,0.3,structured,large_block,random,16,14,1,7,mlp_table,True,True,30,30,100,0.0005367079975258093,,2.9347023804055707,23.268339107494228,4.823726682503294,0.30903790087463556,0.6880466472303207,0.24489795918367346,0.008746355685131196,3.716862678527832
1,20,0.3,structured,large_block,random,16,14,1,7,unet,True,True,30,30,226,0.0012177499993413221,,2.9143741141255326,22.901412948348867,4.785542074660808,0.6793002915451894,0.3206997084548105,0.2478134110787172,0.023323615160349854,6.030662536621094
2,20,0.3,structured,large_block,random,5,14,7,15,dijkstra,True,True,3,3,24,5.5500000598840415e-05,,12.918840579710144,198.7159420289855,14.09666421636642,0.9971014492753624,0.0,0.9536231884057971,0.0,0.0
2,20,0.3,structured,large_block,random,5,14,7,15,manhattan,True,True,3,3,6,1.7957998352358118e-05,,0.672463768115942,3.617391304347826,1.901944085494583,0.1536231884057971,0.0,0.10144927536231885,0.0,0.0
2,20,0.3,structured,large_block,random,5,14,7,15,mlp_table,True,True,3,3,4,3.645799733931199e-05,,1.2794587200966434,3.327311015283739,1.8240918330182117,0.1565217391304348,0.8405797101449275,0.08985507246376812,0.028985507246376812,4.423847198486328
2,20,0.3,structured,large_block,random,5,14,7,15,unet,True,True,3,3,4,3.3958000130951405e-05,,1.632064574352209,4.3376267842178065,2.0826969976974103,0.2318840579710145,0.7652173913043478,0.034782608695652174,0.0927536231884058,6.218653678894043
0,20,0.4,structured,narrow_corridor,random,5,3,16,4,dijkstra,True,True,12,12,80,0.00016445800065412186,,15.103960396039604,283.91584158415844,16.849802419736513,0.995049504950495,0.0,0.9108910891089109,0.0,0.0
0,20,0.4,structured,narrow_corridor,random,5,3,16,4,manhattan,True,True,12,12,18,5.30420002178289e-05,,1.5346534653465347,13.326732673267326,3.650579772209796,0.21287128712871287,0.0,0.1782178217821782,0.0,0.0
0,20,0.4,structured,narrow_corridor,random,5,3,16,4,mlp_table,True,True,12,12,13,0.00011708300007740036,,1.855730412620129,8.509094176296555,2.9170351688480816,0.21782178217821782,0.7772277227722773,0.15346534653465346,0.04950495049504951,3.946523666381836
0,20,0.4,structured,narrow_corridor,random,5,3,16,4,unet,True,True,12,12,13,0.00011533299766597338,,3.3168574421122523,17.278330795927936,4.156721159270602,0.17326732673267325,0.8267326732673267,0.0297029702970297,0.41089108910891087,11.600584030151367
1,20,0.4,structured,narrow_corridor,random,10,4,16,14,dijkstra,True,True,22,22,181,0.0003683750001073349,,15.891625615763546,332.16748768472905,18.225462619223936,0.9950738916256158,0.0,0.9064039408866995,0.0,0.0
1,20,0.4,structured,narrow_corridor,random,10,4,16,14,manhattan,True,True,22,22,79,0.00018304100012755953,,3.0541871921182264,42.79802955665025,6.542020296257896,0.28078817733990147,0.0,0.24630541871921183,0.0,0.0
1,20,0.4,structured,narrow_corridor,random,10,4,16,14,mlp_table,True,True,22,22,66,0.00033887499739648774,,3.3763783870659436,33.159108148351145,5.75839458081427,0.2857142857142857,0.7093596059113301,0.24630541871921183,0.03940886699507389,3.573324203491211
1,20,0.4,structured,narrow_corridor,random,10,4,16,14,unet,True,False,22,24,85,0.00044179200267535634,,3.978543189358829,30.08889972147186,5.485334968939624,0.3694581280788177,0.625615763546798,0.1921182266009852,0.28078817733990147,11.655532836914062
2,20,0.4,structured,narrow_corridor,random,14,5,7,14,dijkstra,True,True,20,20,113,0.00022295800226856954,,12.06532663316583,192.0251256281407,13.857313073902194,0.9949748743718593,0.0,0.9095477386934674,0.0,0.0
2,20,0.4,structured,narrow_corridor,random,14,5,7,14,manhattan,True,True,20,20,43,0.00010483300138730556,,1.3869346733668342,5.185929648241206,2.277263631695111,0.39195979899497485,0.0,0.3015075376884422,0.0,0.0
2,20,0.4,structured,narrow_corridor,random,14,5,7,14,mlp_table,True,True,20,20,37,0.0002086670028802473,,1.3800270317786902,3.215345695972509,1.7931385044029668,0.34673366834170855,0.6482412060301508,0.18592964824120603,0.0,2.262269973754883
2,20,0.4,structured,narrow_corridor,random,14,5,7,14,unet,True,True,20,20,84,0.0004264999988663476,,2.1467786826680055,10.9430220613183,3.308023890681308,0.4020100502512563,0.5979899497487438,0.0,0.21105527638190955,12.293258666992188
0,20,0.4,structured,bottleneck,random,4,16,19,8,dijkstra,True,True,23,23,202,0.00044808299935539253,,15.456582633053221,277.87114845938373,16.669467551766125,0.9971988795518207,0.0,0.969187675070028,0.0,0.0
0,20,0.4,structured,bottleneck,random,4,16,19,8,manhattan,True,True,23,23,103,0.0002685409999685362,,0.5378151260504201,3.070028011204482,1.7521495401946952,0.12044817927170869,0.0,0.07282913165266107,0.0,0.0
0,20,0.4,structured,bottleneck,random,4,16,19,8,mlp_table,True,True,23,23,74,0.0004225000011501834,,1.345794050967326,3.4313643089013404,1.8523942099081774,0.11484593837535013,0.8823529411764706,0.06162464985994398,0.06442577030812324,4.694330215454102
0,20,0.4,structured,bottleneck,random,4,16,19,8,unet,True,True,23,23,72,0.00046145800297381356,,0.9777826601717653,2.0268925192624145,1.4236897552705836,0.4117647058823529,0.5854341736694678,0.04201680672268908,0.025210084033613446,3.6271114349365234
1,20,0.4,structured,bottleneck,random,12,8,19,17,dijkstra,True,True,16,16,283,0.0006098330013628583,,19.913165266106443,488.59103641456585,22.104095467007145,0.9971988795518207,0.0,0.9663865546218487,0.0,0.0
1,20,0.4,structured,bottleneck,random,12,8,19,17,manhattan,True,True,16,16,67,0.00016491600035806186,,2.7899159663865545,24.403361344537814,4.9399758445297905,0.42016806722689076,0.0,0.2913165266106443,0.0,0.0
1,20,0.4,structured,bottleneck,random,12,8,19,17,mlp_table,True,True,16,16,19,0.00014320799891720526,,2.865629732775755,17.75405585321974,4.213556200315802,0.36134453781512604,0.6358543417366946,0.2913165266106443,0.008403361344537815,3.187826156616211
1,20,0.4,structured,bottleneck,random,12,8,19,17,unet,True,True,16,16,43,0.00027274999956716783,,2.880343496882949,19.58980057442544,4.4260366666381605,0.6498599439775911,0.35014005602240894,0.29971988795518206,0.011204481792717087,4.210484504699707
2,20,0.4,structured,bottleneck,random,17,10,9,6,dijkstra,True,True,22,22,218,0.00047133299813140184,,15.830508474576272,298.15819209039546,17.267257804596404,0.9971751412429378,0.0,0.963276836158192,0.0,0.0
2,20,0.4,structured,bottleneck,random,17,10,9,6,manhattan,True,True,22,22,88,0.00020304099962231703,,4.728813559322034,41.25423728813559,6.4229461532956655,0.615819209039548,0.0,0.5451977401129944,0.0,0.0
2,20,0.4,structured,bottleneck,random,17,10,9,6,mlp_table,True,True,22,22,74,0.000374625000404194,,4.411681757808405,33.14289603182064,5.756986714577396,0.615819209039548,0.3813559322033898,0.519774011299435,0.002824858757062147,3.0135278701782227
2,20,0.4,structured,bottleneck,random,17,10,9,6,unet,True,True,22,22,72,0.00042962500083376653,,3.8655253826393245,21.396544245750878,4.62563987419588,0.5621468926553672,0.4378531073446328,0.4576271186440678,0.062146892655367235,5.473310470581055
0,20,0.4,structured,maze_like,random,5,16,5,13,dijkstra,True,True,9,9,72,0.00015020800128695555,,22.913978494623656,669.516129032258,25.875009739751945,0.996415770609319,0.0,0.96415770609319,0.0,0.0
0,20,0.4,structured,maze_like,random,5,16,5,13,manhattan,True,True,9,9,25,6.116599979577586e-05,,10.637992831541219,211.7562724014337,14.55184773152309,0.8422939068100358,0.0,0.7634408602150538,0.0,0.0
0,20,0.4,structured,maze_like,random,5,16,5,13,mlp_table,True,True,9,9,19,0.00012029199933749624,,9.842427699369342,192.91408966435748,13.889351664651503,0.8207885304659498,0.17562724014336917,0.6559139784946236,0.0,1.0795416831970215
0,20,0.4,structured,maze_like,random,5,16,5,13,unet,True,True,9,9,20,0.0001199590005853679,,7.9948436043168485,130.33445581981633,11.416411687558238,0.6738351254480287,0.32616487455197135,0.5591397849462365,0.043010752688172046,5.317939758300781
1,20,0.4,structured,maze_like,random,15,10,0,6,dijkstra,True,True,39,39,270,0.000535916999069741,,19.720848056537104,480.46996466431096,21.919625103188032,0.9964664310954063,0.0,0.9469964664310954,0.0,0.0
1,20,0.4,structured,maze_like,random,15,10,0,6,manhattan,True,True,39,39,157,0.0003488750007818453,,4.1978798586572434,50.51590106007067,7.10745390840283,0.4734982332155477,0.0,0.392226148409894,0.0,0.0
1,20,0.4,structured,maze_like,random,15,10,0,6,mlp_table,True,True,39,39,139,0.0006662919986410998,,3.9819417930744563,38.493207159444964,6.20428941615758,0.47703180212014135,0.519434628975265,0.36395759717314485,0.0176678445229682,3.9508190155029297
1,20,0.4,structured,maze_like,random,15,10,0,6,unet,True,True,39,39,151,0.0007400419999612495,,3.4576017260551453,25.881335316526105,5.087370176871947,0.4664310954063604,0.5335689045936396,0.31095406360424027,0.09187279151943463,14.178834915161133
2,20,0.4,structured,maze_like,random,12,8,13,9,dijkstra,True,True,2,2,8,1.862499993876554e-05,,23.92086330935252,734.9208633093525,27.109423883759547,0.9964028776978417,0.0,0.9388489208633094,0.0,0.0
2,20,0.4,structured,maze_like,random,12,8,13,9,manhattan,True,True,2,2,4,1.1124997399747372e-05,,12.582733812949641,259.0935251798561,16.096382363122967,0.7805755395683454,0.0,0.7338129496402878,0.0,0.0
2,20,0.4,structured,maze_like,random,12,8,13,9,mlp_table,True,True,2,2,3,3.162499706377275e-05,,12.022142647839278,232.53607098112053,15.249133450170882,0.7877697841726619,0.20863309352517986,0.7338129496402878,0.0,2.6016063690185547
2,20,0.4,structured,maze_like,random,12,8,13,9,unet,True,True,2,2,4,3.2916999771259725e-05,,10.674146660369077,188.73245967416233,13.73799329138584,0.7805755395683454,0.2158273381294964,0.6402877697841727,0.046762589928057555,6.015239715576172
0,20,0.4,structured,large_block,random,5,3,5,1,dijkstra,True,True,2,2,9,2.4583001504652202e-05,,16.15820895522388,315.9671641791045,17.77546523101729,0.9970149253731343,0.0,0.9373134328358209,0.0,0.0
0,20,0.4,structured,large_block,random,5,3,5,1,manhattan,True,True,2,2,3,1.016599708236754e-05,,0.8955223880597015,2.435820895522388,1.5607116631595945,0.36716417910447763,0.0,0.08059701492537313,0.0,0.0
0,20,0.4,structured,large_block,random,5,3,5,1,mlp_table,True,True,2,2,3,2.891599797294475e-05,,0.9508276206343921,1.3337741814028024,1.1548914154165326,0.26865671641791045,0.7283582089552239,0.0,0.008955223880597015,3.3351573944091797
0,20,0.4,structured,large_block,random,5,3,5,1,unet,True,True,2,2,3,4.2791998566826805e-05,,1.2188354749288133,2.8987819598130136,1.702580970119487,0.4417910447761194,0.5552238805970149,0.0,0.056716417910447764,8.568265914916992
1,20,0.4,structured,large_block,random,12,4,0,6,dijkstra,True,True,22,22,252,0.000525583000126062,,17.23615160349854,396.8279883381924,19.920541868588625,0.9970845481049563,0.0,0.9533527696793003,0.0,0.0
1,20,0.4,structured,large_block,random,12,4,0,6,manhattan,True,True,22,22,99,0.00022641699979430996,,2.553935860058309,25.959183673469386,5.0950155714648595,0.3032069970845481,0.0,0.26239067055393583,0.0,0.0
1,20,0.4,structured,large_block,random,12,4,0,6,mlp_table,True,True,22,22,37,0.00022162499953992665,,2.736142402835212,19.125934772999358,4.373320794659289,0.30612244897959184,0.6909620991253644,0.239067055393586,0.01749271137026239,3.9508190155029297
1,20,0.4,structured,large_block,random,12,4,0,6,unet,True,True,22,22,103,0.0005446250033855904,,3.0366166221852207,22.32694337727251,4.725139508762943,0.7521865889212828,0.2478134110787172,0.2653061224489796,0.026239067055393587,4.850830078125
2,20,0.4,structured,large_block,random,18,2,9,17,dijkstra,True,True,24,24,267,0.0005467909977596719,,13.857971014492753,226.92463768115942,15.064017979316123,0.9971014492753624,0.0,0.9536231884057971,0.0,0.0
2,20,0.4,structured,large_block,random,18,2,9,17,manhattan,True,True,24,24,136,0.0005283749997033738,,0.6260869565217392,2.1797101449275362,1.4763841454470907,0.19710144927536233,0.0,0.11594202898550725,0.0,0.0
2,20,0.4,structured,large_block,random,18,2,9,17,mlp_table,True,True,24,24,51,0.00036558300053002313,,1.3165113459462705,2.8353089370918423,1.6838375625611404,0.1855072463768116,0.8115942028985508,0.06956521739130435,0.0463768115942029,4.910266876220703
2,20,0.4,structured,large_block,random,18,2,9,17,unet,True,True,24,24,62,0.00044666699977824464,,1.7128982709801714,4.628005884598221,2.151280057221333,0.22028985507246376,0.7797101449275362,0.08695652173913043,0.11304347826086956,6.775430679321289
