seed,map_size,obstacle_rate,start_goal_mode,start_row,start_col,goal_row,goal_col,heuristic,path_found,optimal,optimal_cost,path_length,expanded_nodes,runtime_seconds,skip_reason,mae,mse,rmse,underestimate_rate,overestimate_rate,large_underestimate_rate,large_overestimate_rate,max_overestimate
20,20,0.1,random,10,15,15,19,dijkstra,True,True,9,9,129,0.00027991699971607886,,15.889204545454545,308.9630681818182,17.577345310991024,0.9971590909090909,0.0,0.9545454545454546,0.0,0.0
20,20,0.1,random,10,15,15,19,manhattan,True,True,9,9,29,7.341599848587066e-05,,0.028409090909090908,0.056818181818181816,0.2383656473113981,0.014204545454545454,0.0,0.0,0.0,0.0
20,20,0.1,random,10,15,15,19,mlp_table,True,True,9,9,13,0.00010541700066823978,,1.2245697236873887,2.6264689053976196,1.6206384252502528,0.014204545454545454,0.9829545454545454,0.0,0.08522727272727272,5.396686553955078
20,20,0.1,random,10,15,15,19,unet,True,True,9,9,31,0.00017425000078219455,,0.8266029767692089,1.155669323493385,1.075020615380647,0.5994318181818182,0.4005681818181818,0.0,0.014204545454545454,3.7903919219970703
21,20,0.1,random,13,3,12,1,dijkstra,True,True,3,3,11,2.8333000955171883e-05,,14.303977272727273,246.76988636363637,15.708911049580628,0.9971590909090909,0.0,0.9517045454545454,0.0,0.0
21,20,0.1,random,13,3,12,1,manhattan,True,True,3,3,5,1.4833000022917986e-05,,0.3806818181818182,0.7613636363636364,0.8725615372932939,0.1903409090909091,0.0,0.0,0.0,0.0
21,20,0.1,random,13,3,12,1,mlp_table,True,True,3,3,4,3.3666001399978995e-05,,0.9017304662953723,1.3148392251366787,1.1466643908034637,0.06818181818181818,0.9289772727272727,0.0,0.02556818181818182,4.19432258605957
21,20,0.1,random,13,3,12,1,unet,True,True,3,3,5,3.812500108324457e-05,,0.7164263851009309,0.9997712126271534,0.9998855997698703,0.5198863636363636,0.4772727272727273,0.0,0.014204545454545454,4.250261306762695
22,20,0.1,random,6,1,1,10,dijkstra,True,True,14,14,142,0.0002925830012827646,,13.497206703910615,223.45810055865923,14.948514995097648,0.9972067039106145,0.0,0.9413407821229051,0.0,0.0
22,20,0.1,random,6,1,1,10,manhattan,True,True,14,14,43,0.00010395800018159207,,0.027932960893854747,0.055865921787709494,0.23635972962353272,0.013966480446927373,0.0,0.0,0.0,0.0
22,20,0.1,random,6,1,1,10,mlp_table,True,True,14,14,15,0.0001150839998445008,,1.156793280686746,2.0788753399041524,1.441830551730734,0.01675977653631285,0.9804469273743017,0.0,0.05307262569832402,4.133249282836914
22,20,0.1,random,6,1,1,10,unet,True,True,14,14,40,0.0002222500006610062,,0.8633732740772503,1.1946065830974337,1.092980595938205,0.6033519553072626,0.39664804469273746,0.0,0.01675977653631285,3.4920387268066406
23,20,0.1,random,6,18,15,6,dijkstra,True,True,21,21,302,0.0006310419994406402,,12.365384615384615,188.3434065934066,13.723826237365678,0.9972527472527473,0.0,0.9340659340659341,0.0,0.0
23,20,0.1,random,6,18,15,6,manhattan,True,True,21,21,106,0.0002606250000098953,,0.23626373626373626,0.5384615384615384,0.7337993857053428,0.10989010989010989,0.0,0.008241758241758242,0.0,0.0
23,20,0.1,random,6,18,15,6,mlp_table,True,True,21,21,35,0.00023891599994385615,,0.8729438801388164,1.1227999926852865,1.059622570864403,0.046703296703296704,0.9505494505494505,0.0,0.008241758241758242,3.193187713623047
23,20,0.1,random,6,18,15,6,unet,True,True,21,21,81,0.0005121249996591359,,0.6309985171307574,0.6964377966951013,0.8345284876474267,0.554945054945055,0.44505494505494503,0.0027472527472527475,0.0027472527472527475,3.046924591064453
24,20,0.1,random,4,4,19,1,dijkstra,True,True,18,18,294,0.0006291249992500525,,18.073170731707318,390.1707317073171,19.752739853177765,0.997289972899729,0.0,0.9701897018970189,0.0,0.0
24,20,0.1,random,4,4,19,1,manhattan,True,True,18,18,58,0.0001761250005074544,,0.08672086720867209,0.17344173441734417,0.41646336503628284,0.04336043360433604,0.0,0.0,0.0,0.0
24,20,0.1,random,4,4,19,1,mlp_table,True,True,18,18,19,0.0001712910016067326,,1.117413277548503,2.3145938040529215,1.5213789153438801,0.04065040650406504,0.9566395663956639,0.0,0.08401084010840108,4.694330215454102
24,20,0.1,random,4,4,19,1,unet,True,True,18,18,41,0.0002600419993541436,,1.11757320052563,2.114097599213706,1.4539936723430766,0.6043360433604336,0.3956639566395664,0.008130081300813009,0.04607046070460705,5.193201065063477
