seed,map_size,obstacle_rate,start_goal_mode,start_row,start_col,goal_row,goal_col,heuristic,path_found,optimal,optimal_cost,path_length,expanded_nodes,runtime_seconds,skip_reason,mae,mse,rmse,underestimate_rate,overestimate_rate,large_underestimate_rate,large_overestimate_rate,max_overestimate
0,20,0.2,fixed,0,0,19,19,unet,True,True,38,38,161,0.0009421249997103587,,4.104594387410248,28.438336569790362,5.332760689341906,0.08256880733944955,0.9174311926605505,0.009174311926605505,0.45871559633027525,15.611778259277344
1,20,0.2,fixed,0,0,19,19,dijkstra,True,True,38,38,320,0.0006546670010720845,,19.94375,462.4875,21.50552254654604,0.996875,0.0,0.98125,0.0,0.0
1,20,0.2,fixed,0,0,19,19,manhattan,True,True,38,38,276,0.0006881250010337681,,0.9625,4.975,2.2304708023195463,0.24375,0.0,0.128125,0.0,0.0
1,20,0.2,fixed,0,0,19,19,mlp_table,True,True,38,38,180,0.0009627500003261957,,1.07906299456954,2.4116446306003594,1.5529470791370708,0.234375,0.7625,0.05625,0.01875,3.4921436309814453
1,20,0.2,fixed,0,0,19,19,unet,True,True,38,38,204,0.0011087499988207128,,5.1862815245985985,40.28004806792291,6.346656447919874,0.04375,0.95625,0.003125,0.671875,14.741081237792969
2,20,0.2,fixed,0,0,19,19,dijkstra,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
2,20,0.2,fixed,0,0,19,19,manhattan,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
2,20,0.2,fixed,0,0,19,19,mlp_table,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
2,20,0.2,fixed,0,0,19,19,unet,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
0,20,0.3,fixed,0,0,19,19,dijkstra,True,True,38,38,283,0.0005986659998598043,,21.054982817869416,516.8762886597938,22.73491342978446,0.9965635738831615,0.0,0.9725085910652921,0.0,0.0
0,20,0.3,fixed,0,0,19,19,manhattan,True,True,38,38,151,0.00036758299938810524,,1.8556701030927836,9.649484536082474,3.106361945440755,0.45017182130584193,0.0,0.281786941580756,0.0,0.0
0,20,0.3,fixed,0,0,19,19,mlp_table,True,True,38,38,119,0.0006734580001648283,,1.3910643648855465,4.398061447751552,2.0971555611712622,0.3951890034364261,0.6013745704467354,0.14432989690721648,0.0,2.377312660217285
0,20,0.3,fixed,0,0,19,19,unet,True,True,38,38,119,0.0006747909992554924,,4.708032371252263,28.496377850351834,5.338199869839254,0.08247422680412371,0.9175257731958762,0.024054982817869417,0.7216494845360825,13.788679122924805
1,20,0.3,fixed,0,0,19,19,dijkstra,True,True,38,38,258,0.0004992920003132895,,22.112403100775193,558.2054263565891,23.626371417477316,0.9961240310077519,0.0,0.9844961240310077,0.0,0.0
1,20,0.3,fixed,0,0,19,19,manhattan,True,True,38,38,152,0.00034933400092995726,,3.201550387596899,23.3953488372093,4.836873870301902,0.5542635658914729,0.0,0.4186046511627907,0.0,0.0
1,20,0.3,fixed,0,0,19,19,mlp_table,True,True,38,38,115,0.0006865840005048085,,2.5864492192748907,13.63533448296392,3.692605378721631,0.5813953488372093,0.41472868217054265,0.3798449612403101,0.0,1.6286182403564453
1,20,0.3,fixed,0,0,19,19,unet,True,True,38,38,171,0.0008283749994006939,,6.211410969726799,57.66263862728314,7.593591945007523,0.16279069767441862,0.8372093023255814,0.04263565891472868,0.6007751937984496,14.742534637451172
2,20,0.3,fixed,0,0,19,19,dijkstra,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
2,20,0.3,fixed,0,0,19,19,manhattan,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
2,20,0.3,fixed,0,0,19,19,mlp_table,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
2,20,0.3,fixed,0,0,19,19,unet,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
0,20,0.4,fixed,0,0,19,19,dijkstra,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
0,20,0.4,fixed,0,0,19,19,manhattan,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
0,20,0.4,fixed,0,0,19,19,mlp_table,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
0,20,0.4,fixed,0,0,19,19,unet,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
1,20,0.4,fixed,0,0,19,19,dijkstra,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
1,20,0.4,fixed,0,0,19,19,manhattan,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
1,20,0.4,fixed,0,0,19,19,mlp_table,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
1,20,0.4,fixed,0,0,19,19,unet,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
2,20,0.4,fixed,0,0,19,19,dijkstra,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
2,20,0.4,fixed,0,0,19,19,manhattan,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
2,20,0.4,fixed,0,0,19,19,mlp_table,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
2,20,0.4,fixed,0,0,19,19,unet,False,False,-1,-1,0,0.0,unsolvable_fixed_start_goal,,,,,,,,
