seed,map_size,obstacle_rate,heuristic,path_found,optimal,optimal_cost,path_length,expanded_nodes,runtime_seconds,mae,mse,rmse,underestimate_rate,overestimate_rate,large_underestimate_rate,large_overestimate_rate,max_overestimate
0,20,0.1,dijkstra,True,True,38,38,360,0.0008970840008259984,19.225,438.4138888888889,20.938335389636133,0.9972222222222222,0.0,0.9722222222222222,0.0,0.0
0,20,0.1,manhattan,True,True,38,38,326,0.0008857089997036383,0.05555555555555555,0.1111111111111111,0.3333333333333333,0.027777777777777776,0.0,0.0,0.0,0.0
0,20,0.1,mlp_table,True,True,38,38,137,0.0014555409998138202,1.0903862612115012,2.3206509386695,1.52336828727314,0.03611111111111111,0.9611111111111111,0.0,0.075,5.396686553955078
0,20,0.1,unet,True,True,38,38,242,0.0016342500002792804,1.594899411002795,5.4808210647537905,2.3411153463154672,0.5416666666666666,0.4583333333333333,0.011111111111111112,0.1527777777777778,9.759834289550781
1,20,0.1,dijkstra,True,True,38,38,355,0.0008524170007149223,19.304225352112677,438.4366197183099,20.93887818672027,0.9971830985915493,0.0,0.9746478873239437,0.0,0.0
1,20,0.1,manhattan,True,True,38,38,307,0.0008327499999722932,0.48450704225352115,1.9830985915492958,1.408225334081622,0.14929577464788732,0.0,0.061971830985915494,0.0,0.0
1,20,0.1,mlp_table,True,True,38,38,137,0.0008841669987305067,0.9208239760197384,1.5775324271210516,1.2559985776747724,0.12394366197183099,0.8732394366197183,0.008450704225352112,0.028169014084507043,3.5638694763183594
1,20,0.1,unet,True,True,38,38,191,0.001348083998891525,1.7735564507229227,7.072201091100791,2.659361030605057,0.28169014084507044,0.7183098591549296,0.008450704225352112,0.19154929577464788,9.798995971679688
2,20,0.1,dijkstra,False,False,-1,-1,0,0.0,,,,,,,,
2,20,0.1,manhattan,False,False,-1,-1,0,0.0,,,,,,,,
2,20,0.1,mlp_table,False,False,-1,-1,0,0.0,,,,,,,,
2,20,0.1,unet,False,False,-1,-1,0,0.0,,,,,,,,
0,20,0.2,dijkstra,True,True,38,38,327,0.0007585840012325207,19.33639143730887,444.0091743119266,21.071525201368946,0.9969418960244648,0.0,0.9755351681957186,0.0,0.0
0,20,0.2,manhattan,True,True,38,38,271,0.0009378329996252432,0.15902140672782875,0.39143730886850153,0.6256495096046201,0.07033639143730887,0.0,0.009174311926605505,0.0,0.0
0,20,0.2,mlp_table,True,True,38,38,131,0.000886499999978696,1.1642624037710534,2.5333092749167934,1.5916372937691532,0.07951070336391437,0.9174311926605505,0.009174311926605505,0.0764525993883792,5.396686553955078
0,20,0.2,unet,True,True,38,38,161,0.0010317500000383006,4.104594387410248,28.438336569790362,5.332760689341906,0.08256880733944955,0.9174311926605505,0.009174311926605505,0.45871559633027525,15.611778259277344
1,20,0.2,dijkstra,True,True,38,38,320,0.0007392919997073477,19.94375,462.4875,21.50552254654604,0.996875,0.0,0.98125,0.0,0.0
1,20,0.2,manhattan,True,True,38,38,276,0.0007266249995154794,0.9625,4.975,2.2304708023195463,0.24375,0.0,0.128125,0.0,0.0
1,20,0.2,mlp_table,True,True,38,38,180,0.0011272500014456455,1.07906299456954,2.4116446306003594,1.5529470791370708,0.234375,0.7625,0.05625,0.01875,3.4921436309814453
1,20,0.2,unet,True,True,38,38,204,0.0013406250000116415,5.1862815245985985,40.28004806792291,6.346656447919874,0.04375,0.95625,0.003125,0.671875,14.741081237792969
2,20,0.2,dijkstra,False,False,-1,-1,0,0.0,,,,,,,,
2,20,0.2,manhattan,False,False,-1,-1,0,0.0,,,,,,,,
2,20,0.2,mlp_table,False,False,-1,-1,0,0.0,,,,,,,,
2,20,0.2,unet,False,False,-1,-1,0,0.0,,,,,,,,
0,20,0.3,dijkstra,True,True,38,38,283,0.0010215420006716158,21.054982817869416,516.8762886597938,22.73491342978446,0.9965635738831615,0.0,0.9725085910652921,0.0,0.0
0,20,0.3,manhattan,True,True,38,38,151,0.0004004160000476986,1.8556701030927836,9.649484536082474,3.106361945440755,0.45017182130584193,0.0,0.281786941580756,0.0,0.0
0,20,0.3,mlp_table,True,True,38,38,119,0.0009990839989768574,1.3910643648855465,4.398061447751552,2.0971555611712622,0.3951890034364261,0.6013745704467354,0.14432989690721648,0.0,2.377312660217285
0,20,0.3,unet,True,True,38,38,119,0.0007867499989515636,4.708032371252263,28.496377850351834,5.338199869839254,0.08247422680412371,0.9175257731958762,0.024054982817869417,0.7216494845360825,13.788679122924805
1,20,0.3,dijkstra,True,True,38,38,258,0.000575416001083795,22.112403100775193,558.2054263565891,23.626371417477316,0.9961240310077519,0.0,0.9844961240310077,0.0,0.0
1,20,0.3,manhattan,True,True,38,38,152,0.00040395799987891223,3.201550387596899,23.3953488372093,4.836873870301902,0.5542635658914729,0.0,0.4186046511627907,0.0,0.0
1,20,0.3,mlp_table,True,True,38,38,115,0.0007542090006609214,2.5864492192748907,13.63533448296392,3.692605378721631,0.5813953488372093,0.41472868217054265,0.3798449612403101,0.0,1.6286182403564453
1,20,0.3,unet,True,True,38,38,171,0.0010014170002250466,6.211410969726799,57.66263862728314,7.593591945007523,0.16279069767441862,0.8372093023255814,0.04263565891472868,0.6007751937984496,14.742534637451172
2,20,0.3,dijkstra,False,False,-1,-1,0,0.0,,,,,,,,
2,20,0.3,manhattan,False,False,-1,-1,0,0.0,,,,,,,,
2,20,0.3,mlp_table,False,False,-1,-1,0,0.0,,,,,,,,
2,20,0.3,unet,False,False,-1,-1,0,0.0,,,,,,,,
0,20,0.4,dijkstra,False,False,-1,-1,0,0.0,,,,,,,,
0,20,0.4,manhattan,False,False,-1,-1,0,0.0,,,,,,,,
0,20,0.4,mlp_table,False,False,-1,-1,0,0.0,,,,,,,,
0,20,0.4,unet,False,False,-1,-1,0,0.0,,,,,,,,
1,20,0.4,dijkstra,False,False,-1,-1,0,0.0,,,,,,,,
1,20,0.4,manhattan,False,False,-1,-1,0,0.0,,,,,,,,
1,20,0.4,mlp_table,False,False,-1,-1,0,0.0,,,,,,,,
1,20,0.4,unet,False,False,-1,-1,0,0.0,,,,,,,,
2,20,0.4,dijkstra,False,False,-1,-1,0,0.0,,,,,,,,
2,20,0.4,manhattan,False,False,-1,-1,0,0.0,,,,,,,,
2,20,0.4,mlp_table,False,False,-1,-1,0,0.0,,,,,,,,
2,20,0.4,unet,False,False,-1,-1,0,0.0,,,,,,,,
