case_id,case_category,seed,obstacle_rate,path_length,optimal_cost,manhattan_path_length,unet_expanded_nodes,manhattan_expanded_nodes,mlp_table_expanded_nodes,unet_minus_manhattan_expanded,unet_minus_mlp_expanded,mae,mse,overestimate_rate,underestimate_rate,max_overestimate,max_underestimate,local_consistency_violation_rate,local_consistency_mean_violation,local_consistency_max_violation,obstacle_density,largest_obstacle_block_rate,corridor_rate,path_corridor_rate,articulation_rate,path_articulation_rate,manhattan_optimal_path_overlap,unet_optimal_path_overlap,structure_labels,near_goal_mean_abs_error,near_goal_max_abs_error,near_goal_cells,near_obstacle_mean_abs_error,near_obstacle_max_abs_error,near_obstacle_cells,corridor_mean_abs_error,corridor_max_abs_error,corridor_cells,bottleneck_mean_abs_error,bottleneck_max_abs_error,bottleneck_cells,optimal_path_mean_abs_error,optimal_path_max_abs_error,optimal_path_cells,other_mean_abs_error,other_max_abs_error,other_cells
unet_non_optimal_rate0.2_seed69_size20,unet_non_optimal,69,0.2,40,38,38,206,143,142,63,64,3.416515019247609,18.83038925389068,0.5096774193548387,0.49032258064516127,9.417736053466797,-19.158981323242188,0.22017353579175705,0.5219347846919092,3.2865028381347656,0.2225,0.02,0.2733118971061093,0.28205128205128205,0.0932475884244373,0.10256410256410256,1.0,0.48148148148148145,sparse obstacles; bottleneck; multiple alternative routes,1.3952356917517525,5.257598876953125,21,3.6414176104804885,19.158981323242188,217,4.130920369000662,19.158981323242188,84,3.907925901741817,11.797967910766602,29,2.1648737711784167,5.374615669250488,39,3.3671972993491353,9.326332092285156,69
unet_non_optimal_rate0.2_seed81_size20,unet_non_optimal,81,0.2,40,38,38,186,237,167,-51,19,2.329189820453014,8.522814687861596,0.8130841121495327,0.18691588785046728,8.622604370117188,-5.242687225341797,0.22040816326530613,0.504416134070467,3.3228211402893066,0.195,0.02,0.2546583850931677,0.20512820512820512,0.031055900621118012,0.0,1.0,0.06666666666666667,sparse obstacles; multiple alternative routes,1.3860924103680778,5.687037467956543,17,2.455001840897656,8.622604370117188,218,2.588781417152028,8.622604370117188,81,4.408168888092041,8.336376190185547,10,2.4848079956494846,6.102294921875,39,2.010138125646682,5.831289291381836,84
unet_non_optimal_rate0.3_seed23_size20,unet_non_optimal,23,0.3,40,38,38,124,184,102,-60,22,3.473089253860899,18.4153242613984,0.8780487804878049,0.12195121951219512,11.491718292236328,-4.143768310546875,0.22431077694235588,0.7230107884167293,3.8208236694335938,0.2775,0.025,0.35294117647058826,0.20512820512820512,0.08996539792387544,0.05128205128205128,1.0,0.25,dense obstacles; narrow corridor; bottleneck; multiple alternative routes; maze-like,1.6894012540578842,4.568726539611816,16,3.483126702287649,11.491718292236328,227,3.916311001777649,11.491718292236328,100,3.306584541614239,11.491718292236328,26,3.248263527185489,8.541595458984375,39,3.205478831035335,10.22348403930664,41
unet_worse_than_manhattan_rate0.2_seed15_size20,unet_worse_than_manhattan,15,0.2,38,38,38,298,209,161,89,137,4.655707888327833,29.971881759124166,0.9483282674772037,0.05167173252279635,13.352617263793945,-5.414394378662109,0.20776699029126214,0.5284359455108643,2.6799745559692383,0.175,0.015,0.19090909090909092,0.15384615384615385,0.03939393939393939,0.20512820512820512,1.0,0.4444444444444444,sparse obstacles; bottleneck; multiple alternative routes,8.8774054646492,13.352617263793945,8,4.8499235972552235,13.352617263793945,213,5.28311062628223,13.352617263793945,62,5.40002206655649,13.352617263793945,13,3.6858254090333595,13.352617263793945,39,4.484101465432951,11.99232292175293,101
unet_worse_than_manhattan_rate0.2_seed25_size20,unet_worse_than_manhattan,25,0.2,38,38,38,239,197,155,42,84,4.700048834180075,33.059750603521245,0.9206349206349206,0.07936507936507936,13.182971954345703,-5.581947326660156,0.19747899159663865,0.6039112882411226,2.693784713745117,0.205,0.0125,0.24528301886792453,0.20512820512820512,0.0880503144654088,0.1794871794871795,1.0,0.6595744680851063,sparse obstacles; bottleneck; multiple alternative routes,9.405244403415256,12.909343719482422,9,4.4021841326789675,12.909343719482422,213,3.99699343363444,12.703210830688477,75,3.9211527859723128,12.116615295410156,27,3.543996737553523,12.116615295410156,39,5.628659680832264,13.182971954345703,86
unet_worse_than_manhattan_rate0.2_seed28_size20,unet_worse_than_manhattan,28,0.2,38,38,38,299,206,177,93,122,8.562564463397257,91.93144085466028,0.9575163398692811,0.042483660130718956,23.274871826171875,-5.200042724609375,0.09934497816593886,0.5807445442283546,6.24104118347168,0.23,0.0225,0.275974025974026,0.2564102564102564,0.09740259740259741,0.28205128205128205,1.0,0.4444444444444444,sparse obstacles; bottleneck; multiple alternative routes,17.343547185262043,23.274871826171875,9,8.593479584484566,23.274871826171875,205,8.789262771606445,23.274871826171875,83,10.55508467356364,23.274871826171875,30,8.588022036430162,23.274871826171875,39,8.598854459565262,17.123313903808594,87
unet_worse_than_manhattan_rate0.2_seed68_size20,unet_worse_than_manhattan,68,0.2,38,38,38,218,174,110,44,108,5.167518180416477,39.588056341807544,0.9387096774193548,0.06129032258064516,12.499202728271484,-4.670372009277344,0.1652542372881356,0.5761764385761359,4.274283409118652,0.2,0.015,0.259375,0.41025641025641024,0.103125,0.358974358974359,1.0,0.4716981132075472,sparse obstacles; bottleneck; multiple alternative routes,7.116493384043376,11.190773963928223,9,5.332598959698396,12.344184875488281,204,5.180834475316499,12.239395141601562,76,4.871568901198251,11.61680793762207,28,4.518970355009421,11.61680793762207,39,5.138327864713447,12.499202728271484,86
unet_worse_than_manhattan_rate0.2_seed69_size20,unet_worse_than_manhattan,69,0.2,40,38,38,206,143,142,63,64,3.416515019247609,18.83038925389068,0.5096774193548387,0.49032258064516127,9.417736053466797,-19.158981323242188,0.22017353579175705,0.5219347846919092,3.2865028381347656,0.2225,0.02,0.2733118971061093,0.28205128205128205,0.0932475884244373,0.10256410256410256,1.0,0.48148148148148145,sparse obstacles; bottleneck; multiple alternative routes,1.3952356917517525,5.257598876953125,21,3.6414176104804885,19.158981323242188,217,4.130920369000662,19.158981323242188,84,3.907925901741817,11.797967910766602,29,2.1648737711784167,5.374615669250488,39,3.3671972993491353,9.326332092285156,69
unet_worse_than_manhattan_rate0.2_seed6_size20,unet_worse_than_manhattan,6,0.2,44,44,44,185,141,125,44,60,3.6142914895113414,20.434238112053436,0.685064935064935,0.31493506493506496,9.727787017822266,-11.698657989501953,0.2040358744394619,0.6041825721552084,3.059237003326416,0.2275,0.0175,0.3365695792880259,0.2,0.10355987055016182,0.13333333333333333,0.9565217391304348,0.7647058823529411,sparse obstacles; bottleneck,2.699378418922424,7.975208282470703,15,3.688594724373384,11.698657989501953,220,3.9888930401755767,11.698657989501953,103,4.154139876365662,10.12911605834961,32,3.9964864757325915,10.78524398803711,45,3.1858011014533765,9.541996002197266,66
unet_worse_than_manhattan_rate0.3_seed15_size20,unet_worse_than_manhattan,15,0.3,40,40,40,278,159,145,119,133,4.669183412091486,33.159558108819354,0.8655172413793103,0.13448275862068965,19.06081199645996,-6.310997009277344,0.16028708133971292,0.5628404973158195,3.164457321166992,0.255,0.0175,0.33221476510067116,0.2926829268292683,0.11409395973154363,0.36585365853658536,1.0,1.0,dense obstacles; bottleneck; maze-like,14.582785248756409,19.06081199645996,8,4.9002366463343305,19.06081199645996,216,5.418504285288381,19.06081199645996,91,6.521831691265106,19.06081199645996,32,6.099535616432748,19.06081199645996,41,3.761972576379776,8.511188507080078,64
unet_worse_than_manhattan_rate0.3_seed16_size20,unet_worse_than_manhattan,16,0.3,38,38,38,119,81,65,38,54,6.334515240815309,53.48609889664078,0.7837837837837838,0.21621621621621623,14.727603912353516,-12.344995498657227,0.14695945945945946,0.5552974350150974,2.4043102264404297,0.325,0.0325,0.43703703703703706,0.28205128205128205,0.28888888888888886,0.46153846153846156,1.0,0.8571428571428571,dense obstacles; narrow corridor; bottleneck; maze-like,10.235308488210043,12.435962677001953,6,6.350014819180902,14.727603912353516,187,6.600193337960676,14.727603912353516,88,5.780726143292019,12.435962677001953,56,6.321704986767891,12.516462326049805,39,6.93360710144043,13.144168853759766,24
unet_worse_than_manhattan_rate0.3_seed21_size20,unet_worse_than_manhattan,21,0.3,38,38,38,160,119,83,41,77,4.69926874697422,31.541847666711355,0.8207885304659498,0.17921146953405018,12.030925750732422,-5.504289627075195,0.19148936170212766,0.6605765173832575,3.7142276763916016,0.2925,0.0225,0.4169611307420495,0.3333333333333333,0.1413427561837456,0.28205128205128205,1.0,0.56,dense obstacles; narrow corridor; bottleneck; multiple alternative routes; maze-like,4.647696473381736,8.264411926269531,11,4.827025399737888,12.030925750732422,225,4.963344000933463,12.030925750732422,114,4.874509888887405,10.570915222167969,40,3.7473677427340775,9.179157257080078,39,3.8734433121151395,10.776412963867188,36
unet_worse_than_manhattan_rate0.3_seed28_size20,unet_worse_than_manhattan,28,0.3,40,40,40,241,159,149,82,92,8.561062416422024,107.52427047843867,0.8600823045267489,0.13991769547325103,29.564594268798828,-6.49261474609375,0.11692307692307692,0.6228826924374229,6.90380859375,0.34,0.035,0.44696969696969696,0.2926829268292683,0.2727272727272727,0.3902439024390244,0.9523809523809523,0.8222222222222222,maze-like; narrow corridor; bottleneck,24.80899715423584,29.564594268798828,8,8.88275094908111,29.564594268798828,196,9.26107852935791,29.564594268798828,100,10.013062477111816,29.564594268798828,66,11.101640422169755,29.564594268798828,41,6.8005080684538814,13.039703369140625,31
unet_worse_than_manhattan_rate0.3_seed56_size20,unet_worse_than_manhattan,56,0.3,38,38,38,103,84,66,19,37,5.725745528599002,41.09146237737467,0.9056603773584906,0.09433962264150944,13.467674255371094,-6.054351806640625,0.19014084507042253,0.6533734639485677,2.543222427368164,0.31,0.04,0.42028985507246375,0.3076923076923077,0.16666666666666666,0.23076923076923078,1.0,0.7727272727272727,dense obstacles; narrow corridor; bottleneck; maze-like,8.213930130004883,12.098272323608398,7,5.669889037098203,13.467674255371094,224,5.493792125156948,13.408254623413086,105,4.376657463255382,10.367843627929688,42,5.229025376148713,10.367843627929688,39,6.352293540691507,10.701499938964844,29
unet_worse_than_manhattan_rate0.4_seed33_size20,unet_worse_than_manhattan,33,0.4,44,44,44,106,86,82,20,24,7.605813814669239,79.83685097697317,0.6938775510204082,0.30612244897959184,16.21919822692871,-9.965988159179688,0.18333333333333332,0.733996494249864,5.683048248291016,0.43,0.13,0.5657894736842105,0.3111111111111111,0.44298245614035087,0.7111111111111111,0.9148936170212766,0.9148936170212766,maze-like; large obstacle block; narrow corridor; bottleneck,5.859005822075738,10.00322151184082,9,7.7789940669618804,16.21919822692871,174,8.117953875485588,16.21919822692871,102,8.730860201867072,16.21919822692871,91,6.573317125108507,11.816211700439453,45,4.641602149376502,14.102083206176758,13
unet_worse_than_manhattan_rate0.4_seed74_size20,unet_worse_than_manhattan,74,0.4,38,38,38,160,99,98,61,62,6.284111298787754,63.38500958410922,0.8340807174887892,0.16591928251121077,19.907546997070312,-5.617012023925781,0.18592057761732853,0.7357608878496781,5.356963157653809,0.375,0.0575,0.576,0.2564102564102564,0.368,0.4358974358974359,1.0,0.9024390243902439,maze-like; large obstacle block; narrow corridor; bottleneck,11.772544604081373,19.907546997070312,13,6.45403025796016,19.907546997070312,192,6.288966327154336,19.756380081176758,119,8.157953055508166,19.518503189086914,83,7.320121068220872,19.41167449951172,39,5.196748574574788,16.768543243408203,12
