heuristic,obstacle_rate,metric,target,n,pearson,mean_metric,mean_target
unet,0.4,overestimate_rate,expanded_nodes,6,0.8587228930743408,0.6347630027347262,108.0
unet,0.4,overestimate_rate,runtime_seconds,6,0.7367927711777962,0.6347630027347262,0.0005208683332966757
unet,0.4,overestimate_rate,optimal,6,,0.6347630027347262,1.0
unet,all,mae,expanded_nodes,225,-0.25197828447594733,2.708965612597133,176.63111111111112
unet,all,mae,runtime_seconds,225,-0.3820621381056898,2.708965612597133,0.0009970107554707081
unet,all,mae,optimal,225,-0.022283073603520033,2.708965612597133,0.9866666666666667
unet,all,mse,expanded_nodes,225,-0.07372746623179001,17.091788859345836,176.63111111111112
unet,all,mse,runtime_seconds,225,-0.17557842284859326,17.091788859345836,0.0009970107554707081
unet,all,mse,optimal,225,0.0062438898568309776,17.091788859345836,0.9866666666666667
unet,all,overestimate_rate,expanded_nodes,225,-0.5517271752419387,0.6785326528087692,176.63111111111112
unet,all,overestimate_rate,runtime_seconds,225,-0.5930065236648885,0.6785326528087692,0.0009970107554707081
unet,all,overestimate_rate,optimal,225,-0.036923877151643844,0.6785326528087692,0.9866666666666667
