ranking_lambda,epoch,train_loss,train_mse_loss,train_ranking_loss,train_mae,train_mse,val_loss,val_mse_loss,val_ranking_loss,val_mae,val_mse
0.1,14,0.010361206403933466,0.0032199615549761804,0.07141244725883007,0.03289497202669956,0.0032013934335462474,0.017642281919717787,0.006022646319121122,0.11619635373353958,0.041721675735981595,0.005271961261162182
0.1,15,0.00981102181505412,0.0029877697026822717,0.06823251982033253,0.031760112959932155,0.0029527993114434044,0.016426165983080863,0.004711049317382276,0.11715116652846336,0.035175174591165745,0.004047211715958475
0.1,16,0.009415570485405624,0.0028610333693213762,0.06554537021368742,0.031686306907547986,0.0028396284412505507,0.016178217645734547,0.004079841613769532,0.12098375499248505,0.032559488343335705,0.0034570040658477167
0.1,17,0.008958289770409465,0.002734329616418108,0.06223960046470165,0.030761957588360152,0.0026937967098760378,0.0168753672093153,0.004877329742535949,0.11998037487268448,0.0401643454112798,0.004159772392581638
0.1,18,0.008023878582753241,0.0023614321770146487,0.0566244632229209,0.02849588416281551,0.002341704746677159,0.015821315430104732,0.00414088580198586,0.11680429449677468,0.03437651955874202,0.003531492730775601
0.1,19,0.007908097405917943,0.002387566946912557,0.055205303713679314,0.029673428450598255,0.002375247870512348,0.014536542646586895,0.004050642894580961,0.10485899642109871,0.03375428162651126,0.0034459472610798778
0.1,20,0.007332966767251491,0.0020591159593313932,0.05273850674927234,0.02699573995674013,0.0020572252497853285,0.014219929963350296,0.003894816248677671,0.10325113531947136,0.03030511992766677,0.003327733603582017
0.1,21,0.007060901054181158,0.0020812585735693573,0.049796424247324465,0.027889873454228335,0.0020716770967301773,0.014418150026351214,0.003850434320047498,0.10567715623974801,0.030435653276647698,0.0032529415579157237
0.1,22,0.006543164492584765,0.0019101685816422106,0.04632995837926865,0.02637275243379154,0.0018962035106190305,0.01674285648390651,0.005114110622555018,0.1162874557673931,0.04136124080351674,0.004375048544056858
0.1,23,0.00611075044889003,0.0017225048686377704,0.043882455185055735,0.025349291026311324,0.001710588009338635,0.013242198288440704,0.0035227481592446565,0.09719449815154076,0.02993082043543708,0.0029512965874336494
0.1,24,0.005883530743420124,0.0016450547522399574,0.04238475925847888,0.02491820320289379,0.0016427261760301644,0.013518027182668448,0.0036791726099327207,0.0983885443508625,0.02913279349270711,0.003137917251023816
0.1,25,0.00614478930644691,0.0017337162960320712,0.04411072935909033,0.025705199956048117,0.0017219443216519906,0.0146520451977849,0.0036339804735034706,0.11018064405024051,0.029515999127437378,0.0029907247798892913
0.1,26,0.005552540203556418,0.0015936560315312819,0.039588840924203395,0.02463444471906341,0.0015766875905716732,0.013741962557658553,0.0035190364150330423,0.10222925972938537,0.028886701096280065,0.0029929369158376382
0.1,27,0.005218928530346602,0.001497874023974873,0.037210544276982546,0.024016955737102455,0.0014811589786090853,0.013474914127960801,0.0034833389171399177,0.09991575106978416,0.027988044023196584,0.0029478419839291557
0.1,28,0.005344034501817078,0.001448493328760378,0.0389554110839963,0.02354726071788084,0.0014370814772934662,0.014091118197888136,0.004530935321934521,0.0956018264144659,0.0404173769259749,0.00400664114246545
0.1,29,0.005056204450316727,0.0013924131451640278,0.03663791240751743,0.023297562334890644,0.0013838957868304617,0.013103004653006792,0.003399334932677448,0.09703669531643391,0.02796617582756126,0.0028477887067150627
0.1,30,0.004747104384470731,0.001321552998619154,0.03425551344454288,0.02264093509124511,0.0013070585449899772,0.013644465744495392,0.004122873697429895,0.09521591737866401,0.03494761074721098,0.003554778006534831
0.1,31,0.004922339733224362,0.0013076808174373581,0.03614658875390887,0.022433874590948116,0.0012984869269289808,0.013075283210724592,0.0032657450935803353,0.09809537948668003,0.027526086604476814,0.0027703516036173964
0.1,32,0.005253832123242318,0.0014805448265979067,0.03773287248238921,0.02429223789545847,0.001476748493046491,0.013105644416064023,0.0032791620027273895,0.09826482260227204,0.028464789370729975,0.0027428294408338577
0.1,33,0.004302096660714597,0.0011427316215122118,0.03159364977106452,0.021229619933645038,0.001133760169737475,0.012724108086898923,0.003330581151880324,0.09393526656925678,0.02750267830288761,0.0028093836004439566
0.1,34,0.004144281547982246,0.001113595384755172,0.030306860957294703,0.021212334360128184,0.001109591515191867,0.01249556440487504,0.00355842662230134,0.08937137515842915,0.03125682770066449,0.003001635265576062
0.1,35,0.004221842754166573,0.0011838233774760737,0.030380193125456572,0.02193784016051538,0.0011787977324692331,0.013242836575955153,0.0033795816535130145,0.09863254633545876,0.027310496172751306,0.0028414306404486995
0.1,36,0.004119094065856189,0.0011387188844382762,0.029803751319646837,0.02146192284285845,0.0011308379259448334,0.012519704848527909,0.00320282637886703,0.09316878275573254,0.02592061025168788,0.002631644077341628
0.1,37,0.004193060679361225,0.0012003822464030237,0.02992678378894925,0.02210172986503564,0.0011900651672741562,0.012249601079151034,0.0031662503774277867,0.09083350539207459,0.025856412422215758,0.0026412635259884867
0.1,38,0.0037604776327498255,0.0010113362004049123,0.027491414144635202,0.020252778059995195,0.0010070374236482661,0.012392369847744703,0.0031249268227256832,0.09267442926764488,0.025711665381828033,0.002539759219221185
0.1,39,0.0035753397876396777,0.0009426149062346667,0.026327248383313417,0.019656003270068962,0.0009372679478810497,0.01267752931639552,0.003365642067044973,0.0931188712567091,0.028377945025144197,0.0028426282110647376
0.1,40,0.0034327815985307096,0.0009236027973238379,0.025091787569224835,0.01959248952347169,0.0009205701022617414,0.013846196122467519,0.0037286249529570343,0.1011757107526064,0.03385615263002192,0.0030992851002487505
0.1,41,0.00347136323293671,0.0009403847943758592,0.02530978397093713,0.019997801442437867,0.000936039779609487,0.012424775578081608,0.003117504149209708,0.09307271321117878,0.027409393987760752,0.0026155921649330498
0.1,42,0.0033477943162433803,0.0008458502319408581,0.025019440386444332,0.018772071765116503,0.0008425983736341312,0.011882730700075627,0.0029199641603045163,0.08962766340374946,0.02518012455768125,0.002417598937957936
0.1,43,0.0032833790574222804,0.0008639127353671938,0.024194662787020208,0.019081038369780996,0.0008573233748958981,0.013039040625095368,0.0033013459113426505,0.09737694446742534,0.026208880662120057,0.002772875354832371
0.1,44,0.003375348406843841,0.0008801635375712067,0.024951848208904268,0.019381441021653036,0.0008761445418180183,0.012418542036786676,0.00311799577716738,0.09300546212494373,0.026878974258172608,0.0025453952410330522
0.1,45,0.00330934246070683,0.0008722751276800408,0.02437067285552621,0.019495199216707865,0.0008680227966393265,0.01206295593827963,0.002981356651522219,0.09081599169969559,0.025670111878049167,0.002423608208574798
0.1,46,0.003032901662401855,0.0007989683751948178,0.022339332439005374,0.018630792538015323,0.0007961058412530569,0.012480106415227055,0.0031597212040796875,0.09320384860038758,0.025470051206417224,0.002552306133430298
0.1,47,0.0029025079905986785,0.0007497754523064941,0.02152732492238283,0.017935295376369544,0.0007449562415697967,0.013725920680910348,0.0034535865150392055,0.10272334054112435,0.028240440609812286,0.002721385034364794
0.1,48,0.002884015313349664,0.0007537985891103745,0.021302166800945998,0.01804243796851555,0.0007485612125407346,0.011983788253739476,0.002965431971941143,0.0901835615336895,0.026776503747283176,0.00241952153438764
0.1,49,0.003022851328365505,0.000806945446296595,0.02215905849263072,0.018859153542575637,0.0008021740154531815,0.012443979032337666,0.003135238436050713,0.0930874031484127,0.026250138592707008,0.002555313199988507
0.1,50,0.0031224929224699734,0.0008356357468292117,0.022868571396917104,0.019193822852526844,0.0008289747019689977,0.012307028790935873,0.0031777966804802417,0.09129231803119182,0.025347408406175474,0.002560325803862629
0.25,1,0.1441605232656002,0.04871663647517562,0.3817755462527275,0.16138773498618764,0.04880758748378289,0.08863372367620469,0.027618916697800158,0.2440592291355133,0.11722454161172707,0.025829707658129086
0.25,2,0.07901263783872127,0.024655992828309537,0.21742658016085625,0.11612013381810525,0.024522846177278096,0.07586871916055679,0.023025184720754623,0.2113741364479065,0.10879157062752391,0.021383229827015376
0.25,3,0.0656523116081953,0.020818200808018446,0.17933644250035286,0.10363323081913062,0.020726396678254235,0.06416611903905868,0.02006685546785593,0.17639705765247346,0.09772442672813049,0.01858856804125159
0.25,4,0.055662913218140604,0.017237208792939784,0.15370281733572483,0.0906403580467703,0.0171744905943411,0.052961624056100845,0.017740377858281135,0.14088498371839522,0.08989482948182803,0.01628782626198612
0.25,5,0.048185796007514,0.014470810174942016,0.13485994309186936,0.08062936973977497,0.014368309583903761,0.04963756835460663,0.01567179686203599,0.13586308652162551,0.07496797539126918,0.014245457497838182
0.25,6,0.042615982420742514,0.012432565774768591,0.12073366649448872,0.07273386743200658,0.012366796882364849,0.04657472437620163,0.015532106991857291,0.12417046996951103,0.07746502937840566,0.014106568746830023
0.25,7,0.03922294558957219,0.01138154509011656,0.1113656013906002,0.06915959780011664,0.011331923777370917,0.04138514710962772,0.011413020703941583,0.11988850545883178,0.06404215271475636,0.0100754559922415
0.25,8,0.03521315246075392,0.009583463108632714,0.10251875773072243,0.0615481387250229,0.009520888199788882,0.03925137440860271,0.010278833158314227,0.11589016681909561,0.06049665004925279,0.009005512521475394
0.25,9,0.032438341822475195,0.00863432394200936,0.09521607157588005,0.057527255924262354,0.008548143884690329,0.03791540969908237,0.008699638856574893,0.11686308485269546,0.05514890927937065,0.007492054975104763
0.25,10,0.02957458883151412,0.007814422877505422,0.0870406641215086,0.054287149109235946,0.007746642334973757,0.03595434907078743,0.009100778574123978,0.10741428232192993,0.053397668916741726,0.007855750164688414
0.25,11,0.027770363440737127,0.007136980475857854,0.08253353174775839,0.05148482334965954,0.007093606371882831,0.035193893194198606,0.008558090576902032,0.10654321065545082,0.051746577940613186,0.007365387018599427
0.25,12,0.025325121711939572,0.006344120569061488,0.07592400442808867,0.04762411429331629,0.006272817781485578,0.03494788441061974,0.0075786345899105075,0.10947699928283691,0.04907530566139211,0.006417024316399455
0.25,13,0.023206059185788035,0.005709938307758421,0.06998448389023543,0.04446530526697543,0.005629631938929767,0.03309703865647316,0.008101859237998724,0.09998071810603142,0.048062000595474656,0.0070452367638532565
0.25,14,0.021923118317499758,0.005365320239681751,0.06623119217902422,0.0435500294490414,0.005327615080393966,0.03079690533876419,0.006799297031015158,0.09599043381214142,0.044545579313549036,0.005762936531251104
0.25,15,0.020200498413294552,0.0048273585229180755,0.06149255952239036,0.04057887065660881,0.004767311081966279,0.02987217079102993,0.00745713153295219,0.08966015842556953,0.04661640537844775,0.006384206553102382
0.25,16,0.019069149296730755,0.004488653630716726,0.05832198270410299,0.038863433232567184,0.0044533454924055565,0.033248740643262865,0.007036602763459086,0.10484854993224144,0.05148884212413278,0.005892394706034009
0.25,17,0.018022096164524555,0.004192383648827672,0.0553188499212265,0.03756040440863708,0.004133987340971041,0.02900391674786806,0.005429181359708309,0.09429894024133682,0.0374575326261174,0.004554164291434887
0.25,18,0.01671976778842509,0.003781706527341157,0.051752245012670756,0.0352018162985986,0.0037364783724943627,0.02773748932033777,0.005556466715410352,0.08872408992052078,0.03738911318872151,0.00466662873898314
0.25,19,0.016513205310329796,0.0038115071933716538,0.05080679269507527,0.036021634508100905,0.0037736958329987877,0.029236205637454986,0.005357079254463315,0.09551650592684746,0.03955930927785697,0.0044882348236122025
0.25,20,0.015096090115606784,0.00335594136104919,0.04696059492230415,0.03361543864389058,0.003345702655038265,0.027419419467449187,0.005501337174326181,0.08767232856154442,0.04322754186623811,0.004638835390216838
0.25,21,0.014331406628713012,0.0031598483519628645,0.0446862331032753,0.0323103933399036,0.0031392637204653863,0.027698957078158854,0.004938486722297967,0.0910418812930584,0.033814418576834634,0.004101844797608145
0.25,22,0.014134410774335264,0.0031621266533620658,0.04388913644105196,0.032628658315333126,0.0031359335797112834,0.027457599557936193,0.0044862843118607994,0.09188526146113872,0.03333235844132273,0.003731910966834142
0.25,23,0.013329142197966576,0.002933860269607976,0.04158112759143114,0.031324537651291944,0.0028995257624499036,0.026806336134672166,0.004620028769597411,0.08874522951245307,0.03349013284677057,0.0037748016821991344
0.25,24,0.012234421778470278,0.0026435036382172258,0.03836367253214121,0.02936944674133044,0.0026349688992649356,0.026483250699937344,0.0046706956699490544,0.08725021982192993,0.035138900882063874,0.003883166073460593
0.25,25,0.012297884456813336,0.002672896654345095,0.03849995119869709,0.029953156357373206,0.0026512755984972078,0.02673490598797798,0.004349660211242735,0.08954098196327687,0.03419118357421273,0.003568792112577867
0.25,26,0.012457667704671622,0.0026410056340973823,0.03926664823666215,0.029839883271118642,0.0026090691003265065,0.02642406516522169,0.004550381841138006,0.08749473348259926,0.03596587006325144,0.0037971368272145963
0.25,27,0.011882135109975935,0.002508500829571858,0.037494537111371753,0.02906917750411373,0.0024687611325818065,0.026044230341911317,0.004179544857237488,0.08745874153077603,0.031000091143286036,0.0034553891867547385
0.25,28,0.010941355406306684,0.0023112168478546663,0.03452055419608951,0.027880969642703556,0.0022870706092925413,0.02605648609995842,0.004091348848771304,0.08786054813861847,0.030585210132974185,0.0033803166445668313
0.25,29,0.010272641889750958,0.0021875473072286693,0.032340378385037186,0.027159102799014918,0.0021697398701048037,0.024905327312648298,0.004310374142602086,0.0823798133134842,0.031223119214264156,0.0035594418790362695
0.25,30,0.011118866927921772,0.0024374600518494846,0.03472562757879496,0.028923753858997387,0.002417703133679338,0.024537538073956967,0.004492286692373454,0.08018100675940514,0.032226442961813484,0.0037522706239461853
0.25,31,0.01013365561887622,0.002123089193599299,0.03204226556420326,0.02697294288185974,0.00210684256594746,0.030757772102952004,0.007474432591348886,0.09313335816562175,0.048089027524991154,0.00652119007076938
0.25,32,0.009975568978115917,0.002129688294837251,0.031383522685617206,0.027571010930250477,0.0021105553331766213,0.02566383808851242,0.0047972754016518595,0.08346625021100045,0.033509450190999185,0.004056509310125048
0.25,33,0.009329744697548449,0.0019495317060500383,0.02952085195481777,0.025664584987003632,0.0019272684405899421,0.024546064011752605,0.004103437896817923,0.08177050423622131,0.03500064515253443,0.0034224864052615628
0.25,34,0.008644990833476186,0.0018091315235942602,0.027343437265604734,0.024869342632354907,0.0017951169952614137,0.02500747134536505,0.0037582780891098084,0.08499677385389805,0.029621800038984267,0.003109146736850976
0.25,35,0.008849876697175204,0.0017973875598981976,0.02820995643362403,0.025061370777398714,0.0017907758330653804,0.024091682463884354,0.003799670736771077,0.08116804617643357,0.02961382033746353,0.0031541620631723023
0.25,36,0.008551639869809152,0.0016969473239732906,0.027418770235031843,0.024452588834907203,0.0016795296013673627,0.02429404405504465,0.003791631138883531,0.08200965222716332,0.030057528936423692,0.003132923347947344
0.25,37,0.008638803816400469,0.0017438298193737864,0.027579895950853826,0.024718424613274715,0.0017229257536263201,0.024489457301795484,0.0038518545646220445,0.08255041117966175,0.029717468706854915,0.003237557049240233
0.25,38,0.008313152082264423,0.0016850085861515253,0.026512574046850205,0.02468419042270117,0.001678864411488929,0.023768989000469445,0.003624957394320518,0.08057612599432469,0.027989371177547576,0.002996855974447817
0.25,39,0.007813784946687519,0.0016074301222106441,0.024825419310480355,0.023818735514530672,0.001594751470918798,0.022963502056896685,0.003500092748552561,0.07785363581776619,0.02890774660206772,0.002905078965732768
0.25,40,0.007867733540013433,0.0015874740352155641,0.02512103793397546,0.024008324053532006,0.0015785953564893158,0.023705237455666064,0.003891289109364152,0.07925579369068146,0.02959245898373903,0.00327066524525329
0.25,41,0.007442753839306533,0.0014710156676592306,0.02388695263490081,0.02292727124207138,0.0014591914535937338,0.02339909654855728,0.0038419446386396884,0.07822860729694367,0.029329774339761732,0.0031801087197530467
0.25,42,0.007516606081277132,0.0015111816251883283,0.02402169783785939,0.02333375478700663,0.0015049807054384487,0.02478614453971386,0.003508576917462051,0.08511027051508427,0.028376660343579028,0.0029361973927020794
0.25,43,0.007283668070100248,0.0014639668829040601,0.023278804752975703,0.022777100528117208,0.0014478154311247371,0.02340880284830928,0.0033966439836658536,0.08004863546788693,0.02731945773021678,0.002771599048453132
0.25,44,0.00712888209708035,0.0014331672536209226,0.022782859396189452,0.02298696535554338,0.0014291908102459997,0.0231453262232244,0.0036174870333634318,0.07811135600507259,0.0282905522997973,0.003049578785791121
0.25,45,0.0069222734719514845,0.0013786469058832153,0.022174506328999997,0.02253146184142454,0.0013699968065062653,0.022603707969188692,0.0032522144904360176,0.07740597376227379,0.02750604322937883,0.002670639003974147
0.25,46,0.007006912787444889,0.0013937946596415712,0.022452472511678933,0.022702941846337556,0.001388841856328318,0.024843196123838424,0.003829395215958357,0.08405520343780518,0.03082058247839665,0.0030854270816936167
0.25,47,0.006696708438917995,0.0013106304951943457,0.02154431178420782,0.021754333352790735,0.0012996796628092391,0.02415855161845684,0.0036395707447081805,0.08207592371106148,0.031015741723763427,0.002981394754311515
0.25,48,0.006466723412275314,0.001276068995008245,0.020762617621570827,0.021692629548981122,0.0012601357983976953,0.023632523611187936,0.003458456211723387,0.08069626975059509,0.030640056977617226,0.0028731716985908066
0.25,49,0.006289888918399811,0.0012463729213923215,0.02017406400293112,0.021568422332099452,0.001236899303661598,0.02370912776887417,0.004185683804564178,0.0780937764197588,0.03225714755375833,0.0035888016638785116
0.25,50,0.006379074018448591,0.0012412592014297843,0.02055125930532813,0.021645123407617737,0.0012275549211075072,0.023508336648344993,0.0033062122012488546,0.08080849750339984,0.02660158863438663,0.0027262120501957655
0.5,1,0.23189822998642923,0.05469102514907718,0.35441441017389297,0.1710506067977755,0.05477552874692776,0.1450701028108597,0.031905521005392075,0.22632916259765626,0.12985103088902897,0.029930325734332006
0.5,2,0.1280424607694149,0.028220762390643358,0.19964339554309846,0.12751410949887346,0.02808307903311382,0.1172273262143135,0.024430153034627436,0.18559434807300568,0.11166180632467448,0.022855733250101803
0.5,3,0.10373732955753803,0.0238767912350595,0.1597210769057274,0.11491841458842196,0.023768466223688497,0.09516832506656647,0.022896272905170916,0.1445441022515297,0.11049126778029845,0.02120991701332025
0.5,4,0.08686119636893272,0.019942894984036685,0.13383660246431828,0.10201324581803904,0.019872369546584605,0.08273698109388351,0.02212538792937994,0.12122318512201309,0.10743362307940862,0.020464928903501312
0.5,5,0.07786787086725235,0.017818466117605566,0.1200988096743822,0.09422033495691927,0.017693145982989964,0.0803463628590107,0.020308463245630265,0.12007579946517945,0.0906217507303772,0.01869293556305804
0.5,6,0.07016463829576969,0.015724062893539666,0.10888115069270134,0.08635988039453772,0.015646241125838515,0.0738665671646595,0.01871583253145218,0.11030147010087966,0.09087515036926189,0.016955817528599617
0.5,7,0.06437875614315271,0.014173883560113608,0.10040974499285221,0.08038868273876384,0.01411259551796238,0.07003056639432907,0.015838780596852304,0.10838357281684875,0.07905236496327062,0.014352395708380001
0.5,8,0.057665834739804266,0.012283839260227978,0.09076399101316929,0.07269146847088087,0.012213146866635449,0.06795522254705429,0.01324859657138586,0.10941324931383133,0.06719791200844384,0.011710580586702579
0.5,9,0.05399381275475025,0.011293936121277512,0.08539975336194039,0.06894359670066395,0.01119690264866479,0.05927030023932457,0.013083822548389435,0.09237295562028885,0.07588728046226242,0.011552640096634698
0.5,10,0.049515403792262075,0.010118562393821777,0.07879368264228105,0.06415830319449196,0.010033740292648098,0.05801671549677849,0.0119277384839952,0.09217795410752297,0.06761384629041924,0.010395228932047853
0.5,11,0.04490944252163172,0.008953849158249795,0.07191118666529656,0.059226585345088845,0.008908881890759024,0.05778865347802639,0.009094980893656611,0.09738734513521194,0.05140563740245522,0.007943120226196176
0.5,12,0.04144893616437912,0.008184547607786953,0.06652877697348594,0.05582372738158447,0.008083229060398286,0.052591585502028464,0.010305077413097025,0.08457301542162896,0.059333846093012135,0.008962100943505573
0.5,13,0.03956890019774437,0.007733053809031844,0.06367169282585382,0.054185977772311884,0.007650715005275877,0.050601504758000376,0.009975254157558084,0.08125250259041786,0.05542595151469011,0.008681138054342171
0.5,14,0.03660598703846336,0.006911893690004945,0.05938818679004908,0.05090752887339249,0.006858359370084376,0.051346866682171824,0.010072670912370086,0.08254839089512825,0.05588376748953029,0.008814452507648708
0.5,15,0.034346114311367276,0.0064217277048155665,0.055848773159086706,0.04830922706860003,0.006351649152434221,0.047669037237763404,0.01014846826903522,0.07504113829135894,0.058157313169371956,0.008868908732885332
0.5,16,0.03190042129158974,0.005768381320405752,0.052264079928398134,0.04519275556308209,0.0057219384423933045,0.0494352757781744,0.007548217102885247,0.08377411682903767,0.05377463818417843,0.006388813511403006
0.5,17,0.02998986190930009,0.005492195177823305,0.04899533341825008,0.044085877947878195,0.005416393038727999,0.04837112984061241,0.00666097099147737,0.08342031757533551,0.042567004727133234,0.0055938170628793225
0.5,18,0.028538367480039597,0.005033057483844459,0.04701061981171369,0.04172920903187002,0.004976796041656883,0.04652705471217632,0.0072909190990030764,0.07847227163612842,0.04352627554095152,0.006211590573575425
0.5,19,0.027215517558157445,0.004780819220468402,0.04486939648538828,0.041020825312553647,0.004739163865980203,0.044657443590462205,0.005566955903545022,0.07818097494542599,0.03887073927202266,0.004600441115424357
0.5,20,0.025423052560538055,0.004382329803658649,0.042081445641815665,0.03913894845136538,0.004365668021089789,0.045056919708848,0.006814578028395772,0.07648468255996704,0.05384145968317937,0.005768335939243361
0.5,21,0.02624373620375991,0.004544870287179947,0.04339773182198405,0.04017153653957707,0.004517879402227623,0.046900629475712774,0.005877581747248769,0.08204609566926956,0.04388906202327904,0.00487687368094967
0.5,22,0.024322156079113484,0.004177630408899858,0.04028905140608549,0.038156992910633326,0.004139541124562451,0.04652786830812693,0.005398888778872788,0.08225795944035054,0.03678082745978407,0.004410202878213668
0.5,23,0.022770754262804983,0.003978454585187137,0.037584599275141954,0.037188120905981406,0.003934210635582272,0.04300375535339117,0.005549834341742098,0.07490784204006196,0.03780554883655673,0.004583235077685476
0.5,24,0.02072362701408565,0.003415632418124005,0.03461598919704557,0.03378694413022062,0.0034097963530787265,0.04431515610963106,0.005631524659693241,0.0773672625720501,0.04026539674344895,0.004581729835644724
0.5,25,0.02089196468144655,0.0035533310419414194,0.03467726735770702,0.034710365454542536,0.0035329597255094694,0.0439114181548357,0.005114159030839801,0.07759451843798161,0.03869812698549108,0.004145880727199103
0.5,26,0.020725951250642537,0.003452997053740546,0.03454590841382742,0.03453133792446816,0.0034141156648182128,0.04394891376793385,0.004962532648816705,0.07797276178002358,0.03828753206694261,0.0040706250052618175
0.5,27,0.019438565298914908,0.0033113798175472766,0.0322543708793819,0.03396393987674341,0.0032590887260559825,0.04603873161971569,0.0060489137619733815,0.07997963503003121,0.04875197311146424,0.004971275006970303
0.5,28,0.018947760429233313,0.0031276955602224914,0.03164012973755598,0.032811819726044626,0.003093197269802781,0.04455194168537855,0.004776154560502619,0.07955157500505447,0.03558152490237623,0.003843739533837419
0.5,29,0.017664324913173914,0.002860093884635717,0.02960846197977662,0.031112702690299487,0.0028374797821673968,0.04070035318285227,0.004830320024862885,0.07174006529152394,0.037314370835713775,0.00395831775627218
0.5,30,0.016580491051077843,0.002706997495377436,0.027746987111866475,0.030310444425538364,0.002681191877502847,0.0432783984541893,0.004965987147763372,0.07662482313811779,0.03670121497413921,0.004081584411450561
0.5,31,0.01699214589037001,0.002861440771492198,0.02826141018047929,0.031201583383909055,0.002835817368080793,0.04365403042733669,0.004290814076084643,0.07872643189132214,0.03302474870232059,0.003403356590736861
0.5,32,0.01623784467764199,0.0026765957507304847,0.027122497864067556,0.030432295722995842,0.002658230103045882,0.04373679751157761,0.005316925507038832,0.07683974504470825,0.036930568204574465,0.004519745697286044
0.5,33,0.01559801883623004,0.0025549170174635947,0.026086203664541244,0.029289141609601953,0.0025239649155560074,0.04140274748206139,0.004146038668695837,0.07451341812312604,0.032643902283924386,0.003375606476061034
0.5,34,0.01488334510475397,0.0023968512814026327,0.024972987722605467,0.02842933986163396,0.0023788532166443984,0.04325394506752491,0.004079825442284346,0.07834823974967003,0.03162840735856728,0.0033186307973912315
0.5,35,0.014502705642953514,0.0023495476932730527,0.02430631586164236,0.028358564673365387,0.002337047835284734,0.04227278256416321,0.004447452558204531,0.07565065996348858,0.03223762866414038,0.003695179679411365
0.5,36,0.014110551044344902,0.0022824347065761685,0.023656232580542565,0.027766810045436498,0.002260132815379467,0.04192871417850256,0.0037539407471194864,0.07634954652190208,0.030390360938943924,0.0030509440128875676
0.5,37,0.013874239599332214,0.002230012140935287,0.023288454949855805,0.027422082425391126,0.0021986198343000906,0.03979223819822073,0.004001579959876835,0.07158131685853004,0.031680841161301765,0.0032409427964119543
0.5,38,0.013658008668571711,0.002191048931214027,0.022933919474482537,0.02742118533040448,0.0021774464748107137,0.04218989627063274,0.0038192223459482194,0.07674134768545628,0.030466228687213773,0.0030710056375933318
0.5,39,0.013705031219869853,0.002181014447007328,0.023048033598810434,0.0274954399702215,0.0021608815802778235,0.04105285956710577,0.0040056543247774246,0.07409441094100476,0.033509538155077,0.00326976647836535
0.5,40,0.013927134968340396,0.0022066380891483275,0.02344099374487996,0.02754416828102298,0.002194312326354421,0.039674555122852326,0.003654238357208669,0.07204063419997692,0.029691922087486593,0.0029825382706277644
0.5,41,0.013128918828442693,0.002109436644008383,0.022038964379578828,0.02691728628826395,0.002089745209106826,0.039295657992362974,0.00381705855904147,0.07095719893276692,0.03258761165840022,0.0030898084901349945
