case_id,map_size,structure_type,seed,obstacle_rate,grid_sha256,start,goal,optimal_cost,algorithm,path_found,path_cost,path_cost_gap,optimal,expanded_nodes,unet_call_count,unet_scored_node_count,cache_hit_count,cache_hit_rate,cached_region_count,patch_extraction_seconds,cache_lookup_seconds,unet_inference_seconds,full_map_inference_seconds,astar_search_seconds,total_runtime_seconds
size100_narrow_corridor_seed120660813,100,narrow_corridor,120660813,0.2,b839cbe0f26a6f4cc4757849d626b72eaaaba16c2b3fb5979fc3d0ce8a8117d2,"59,14","16,76",105,manhattan_astar,True,105,0,True,1190,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.001721291002468206,0.001721291002468206
size100_narrow_corridor_seed120660814,100,narrow_corridor,120660814,0.3,4356d8d450cb0caf747b8309f9f3ef5adb7953f602e28135cf8f9bd5a7b0cb1f,"53,2","68,78",105,manhattan_astar,True,105,0,True,1249,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.00178358300763648,0.00178358300763648
size100_narrow_corridor_seed120660815,100,narrow_corridor,120660815,0.4,79e53eae092d458dd62f4aa5dd53a03822c20fd00be8ab6d9ac3563d55aca130,"40,15","7,73",137,manhattan_astar,True,137,0,True,2294,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.003173042001435533,0.003173042001435533
size100_narrow_corridor_seed120660816,100,narrow_corridor,120660816,0.1,30ff791ee92eac7fbc1e75d32b2f8453f47583e3352d543a8691002b8d857f34,"82,67","37,2",110,manhattan_astar,True,110,0,True,557,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0008609580108895898,0.0008609580108895898
size100_narrow_corridor_seed120660817,100,narrow_corridor,120660817,0.2,e81f801bf4e5af4e88ca4fadbf47f3c39193092645a6ab446fe8bab2c4109685,"75,81","17,88",65,manhattan_astar,True,65,0,True,429,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0006614169979002327,0.0006614169979002327
size100_narrow_corridor_seed120660818,100,narrow_corridor,120660818,0.3,2fab0e2647fb3abb5845bdc7082f4685bcb2519aba15ffc7a32fb6926405f022,"24,31","56,86",97,manhattan_astar,True,97,0,True,418,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0005882499972358346,0.0005882499972358346
size100_narrow_corridor_seed120660819,100,narrow_corridor,120660819,0.4,e87a869ab6818f4fb5a67c7ef00ee2f4e366aba60d2cca85c3c3c35545a0da14,"47,19","71,81",86,manhattan_astar,True,86,0,True,481,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0007031249988358468,0.0007031249988358468
size100_narrow_corridor_seed120660820,100,narrow_corridor,120660820,0.1,4d0b33ed8f8d0659f60ed441f736a2b3fbb025d52d0d785bed1660e580fce09a,"12,4","44,22",50,manhattan_astar,True,50,0,True,604,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0009616250026738271,0.0009616250026738271
size100_narrow_corridor_seed120660821,100,narrow_corridor,120660821,0.2,6fbc6a3b16364d6353883d98984da614f722b9a9914ced41ce21ea1b2938e81f,"85,22","12,15",80,manhattan_astar,True,80,0,True,455,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0012920839944854379,0.0012920839944854379
size100_narrow_corridor_seed120660822,100,narrow_corridor,120660822,0.3,af3c3274acf33f81ea048c56374d6b130f1ec3280ca9a1c87b022280a0421ed5,"43,90","37,18",78,manhattan_astar,True,78,0,True,281,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0004579169908538461,0.0004579169908538461
size100_narrow_corridor_seed120660823,100,narrow_corridor,120660823,0.4,1952dce754644852a1e78236bae654ca83a9d409686ac18db153df7258f44c11,"64,31","6,3",86,manhattan_astar,True,86,0,True,1625,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.002433457993902266,0.002433457993902266
size100_narrow_corridor_seed120660824,100,narrow_corridor,120660824,0.1,8bc1209b6beafb11afb11ced8aadff0101cd58c8d370c43d1c0f7f4264d78f79,"32,21","94,97",138,manhattan_astar,True,138,0,True,1976,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0029753749986412004,0.0029753749986412004
size100_narrow_corridor_seed120660825,100,narrow_corridor,120660825,0.2,85407de39d0a225dbeb6504cbcbaabd200cc54b5169ba5d55412d874d5384d78,"95,5","71,8",27,manhattan_astar,True,27,0,True,78,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.00012658300693146884,0.00012658300693146884
size100_narrow_corridor_seed120660826,100,narrow_corridor,120660826,0.3,b60d16435a7a63960b0bf729d990679ec8fd9f2c7376569732bed95dd29201c5,"75,93","72,68",28,manhattan_astar,True,28,0,True,98,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.000149500003317371,0.000149500003317371
size100_narrow_corridor_seed120660827,100,narrow_corridor,120660827,0.4,1a07b1435edb9f0f6e1bfb3c948c24ab6eeb6b2498d11b42ad30690f21b6841a,"76,81","30,11",116,manhattan_astar,True,116,0,True,1416,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.002119416996720247,0.002119416996720247
size100_open_random_seed120260728,100,open_random,120260728,0.1,f9a2404b560cb2f41fc97dbebedee38e18920aa6c87c79ad0e443b795d07a10c,"78,29","81,69",47,manhattan_astar,True,47,0,True,281,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0004561660025501624,0.0004561660025501624
size100_open_random_seed120260729,100,open_random,120260729,0.2,25d03f9280282586b6cf35647cc55a81b51df7604c635e5648dfa952d1c64a26,"28,93","99,1",163,manhattan_astar,True,163,0,True,3338,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.005002290999982506,0.005002290999982506
size100_open_random_seed120260730,100,open_random,120260730,0.3,bf17b5dcfe05a004c20b12bacd45c8ddc5b04cd8e952c565b6035d551f76b483,"23,42","24,20",29,manhattan_astar,True,29,0,True,88,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.00012624998635146767,0.00012624998635146767
size100_open_random_seed120260731,100,open_random,120260731,0.4,fca1cacd5515eb9795c57be2c6eea37370029af6cfeaf5ee2be933a4807847d0,"18,12","17,10",3,manhattan_astar,True,3,0,True,4,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0667004971764982e-05,1.0667004971764982e-05
size100_open_random_seed120260732,100,open_random,120260732,0.1,e6df55454183165e29a95f7794d00077749d38860262188f66fa80b6b84ffa44,"34,48","14,28",40,manhattan_astar,True,40,0,True,368,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0005337920010788366,0.0005337920010788366
size100_open_random_seed120260733,100,open_random,120260733,0.2,409849e3f7d483e49f74406df5ec4b1f5f3145881b3859423d78904f7fbf2638,"15,4","13,73",83,manhattan_astar,True,83,0,True,621,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.000856708997162059,0.000856708997162059
size100_open_random_seed120260734,100,open_random,120260734,0.3,5909186704f26ee610df055eec34f870cf42e2a49cee24ee862c4f71d868653f,"63,93","15,58",89,manhattan_astar,True,89,0,True,1170,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0016377919964725152,0.0016377919964725152
size100_open_random_seed120260735,100,open_random,120260735,0.4,cc74ef5be8d07aeb6cff6d0e674a671fb5631926448d3ce6bd89818fdb8fc6bd,"14,57","24,98",81,manhattan_astar,True,81,0,True,406,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0004983329999959096,0.0004983329999959096
size100_open_random_seed120260736,100,open_random,120260736,0.1,62ee5aa074df5479d6c381e05a19473442fa5043586e623c72a88580e4c3c2bc,"79,10","15,65",119,manhattan_astar,True,119,0,True,2888,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.004346582994912751,0.004346582994912751
size100_open_random_seed120260737,100,open_random,120260737,0.2,9896c18cecc5ff5a7191e37f99254d086549ca321dc418b149469eb302391ff4,"44,23","48,97",94,manhattan_astar,True,94,0,True,1073,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0015222079964587465,0.0015222079964587465
size100_open_random_seed120260738,100,open_random,120260738,0.3,49a3c1d739f2c6d8fa633d8f40c3b7d7cf2ec11f92d632258d3f4a9c3636819a,"3,18","66,54",105,manhattan_astar,True,105,0,True,1379,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0019097089971182868,0.0019097089971182868
size100_open_random_seed120260739,100,open_random,120260739,0.4,dd5c70b1d44c1312c2d726aab86418207ed58a9c4f9cb24e78f7d346f4fe195f,"83,76","51,69",51,manhattan_astar,True,51,0,True,238,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0002997499977936968,0.0002997499977936968
size100_open_random_seed120260740,100,open_random,120260740,0.1,576b767b0f894cbe636524d6e97d3ddf857bd2d61480dd2f6ba791daba61154d,"27,48","16,43",16,manhattan_astar,True,16,0,True,51,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.375000859610736e-05,7.375000859610736e-05
size100_open_random_seed120260741,100,open_random,120260741,0.2,b95947e46ea8803207299981bd8bf8e6541832af921c8d128ec4c3040706008b,"34,69","2,34",67,manhattan_astar,True,67,0,True,670,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0009548329981043935,0.0009548329981043935
size100_open_random_seed120260742,100,open_random,120260742,0.3,e594a80c6a36c888c82770efe41db250bcf75aab575259f55f561b43f0318d52,"50,52","9,24",73,manhattan_astar,True,73,0,True,551,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0007511250005336478,0.0007511250005336478
size100_open_random_seed120260743,100,open_random,120260743,0.4,e47174db4153737dbd60932b40f652f5b6444b0b6ed3304ac6e8dd321dc3a3ab,"65,67","65,69",2,manhattan_astar,True,2,0,True,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.333000444807112e-06,5.333000444807112e-06
size100_open_random_seed120260744,100,open_random,120260744,0.1,ca783fc06e8f77a58b147f82653d2380fa9a0e0d3dde8a3e15878e3bfe66be12,"38,80","31,59",28,manhattan_astar,True,28,0,True,98,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0001392499980283901,0.0001392499980283901
size100_open_random_seed120260745,100,open_random,120260745,0.2,4b5f155b9e6e720f851ac2f5b59109494ee90730e83319906b6b0853491dc6f9,"45,34","87,98",106,manhattan_astar,True,106,0,True,1456,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0021430409979075193,0.0021430409979075193
size100_open_random_seed120260746,100,open_random,120260746,0.3,10a13c7baaceb666bb80d51320c52c934f69b195a4180812c4012bc9b4db6155,"86,86","62,55",59,manhattan_astar,True,59,0,True,217,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0002966659958474338,0.0002966659958474338
size100_open_random_seed120260747,100,open_random,120260747,0.4,e3d8babacafa49ebf52a139771c8718f44733a7f492095ea803c2d353f4e61bd,"30,4","83,46",105,manhattan_astar,True,105,0,True,284,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0003954579879064113,0.0003954579879064113
size100_open_random_seed120260748,100,open_random,120260748,0.1,a0e42c220ef093f50ec5770dbecc8fe33a5e17a7b54d78090fb6c1c4a4b3acf8,"77,75","38,46",68,manhattan_astar,True,68,0,True,989,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0014810410066274926,0.0014810410066274926
size100_open_random_seed120260749,100,open_random,120260749,0.2,39e2708f0ce78f44e1b20491e5836c6aadda37498de36a670fade8237f4ac19d,"4,24","28,76",76,manhattan_astar,True,76,0,True,857,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0012364580034045503,0.0012364580034045503
size100_open_random_seed120260750,100,open_random,120260750,0.3,72269ca10d7c20c6bc5afbce107e1d8dcbcc95cc2f25f1fd759d9ce5abb2989f,"85,38","50,0",73,manhattan_astar,True,73,0,True,407,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0005567499902099371,0.0005567499902099371
size100_open_random_seed120260751,100,open_random,120260751,0.4,495155173b0dc1043ceb1bb3d24b2c41dac16e43753b284bfffe9385f1d20dea,"76,16","57,19",132,manhattan_astar,True,132,0,True,1042,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0012869579950347543,0.0012869579950347543
size100_open_random_seed120260752,100,open_random,120260752,0.1,95965f63384ead2bce8a2e91002527936f672c20082ce5cbaa11657728745ece,"32,48","67,19",64,manhattan_astar,True,64,0,True,880,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0013027500099269673,0.0013027500099269673
size100_open_random_seed120260753,100,open_random,120260753,0.2,8c959907b6805c9bdbc125fec4a6580fa40d1440fcbd406cc5aa9fc18bee3404,"5,31","2,15",19,manhattan_astar,True,19,0,True,41,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.037499406374991e-05,6.037499406374991e-05
size100_open_random_seed120260754,100,open_random,120260754,0.3,bfb3d393efec845eae485af62895b00d1d6b625afe5b90977b6fb49ff54ea1ec,"71,64","52,56",27,manhattan_astar,True,27,0,True,73,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.00010279098933096975,0.00010279098933096975
size100_open_random_seed120260755,100,open_random,120260755,0.4,3f5901d7671af6b5146d1dec773cfa72d2d8345c8c86482c3f4fa08d8b36a3d4,"83,53","49,29",96,manhattan_astar,True,96,0,True,748,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0009643749945098534,0.0009643749945098534
size100_open_random_seed120260756,100,open_random,120260756,0.1,65a51a5359860abfa6df349d1fe525f14479edf8295d9daa29db31b2bbd9f56c,"66,1","73,60",68,manhattan_astar,True,68,0,True,311,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.00046908399963285774,0.00046908399963285774
size100_open_random_seed120260757,100,open_random,120260757,0.2,71a35906f8786a732fa89078345c08975c357680ab13dde34eff5284416216d4,"68,50","90,17",55,manhattan_astar,True,55,0,True,449,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0006492499960586429,0.0006492499960586429
size100_open_random_seed120260758,100,open_random,120260758,0.3,95ef1253f11b0370a9af91fea8f2da271e7d98c55373c0baf9e51d47f561df41,"72,16","83,43",42,manhattan_astar,True,42,0,True,218,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.00030204199720174074,0.00030204199720174074
size100_open_random_seed120260759,100,open_random,120260759,0.4,13e41dceaf2a755504c2d619395e32eaa5b4fb104f0209ee39c81f7ef8268a0f,"61,75","60,86",24,manhattan_astar,True,24,0,True,65,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.170898945536464e-05,8.170898945536464e-05
size100_open_random_seed120260760,100,open_random,120260760,0.1,fc3ff2ea4829abd4113f2c6e91de02e04d76384d563533b4a0dd3e7aea714666,"61,23","61,95",78,manhattan_astar,True,78,0,True,425,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0006404160085367039,0.0006404160085367039
size100_open_random_seed120260761,100,open_random,120260761,0.2,2d3cde413ba70133ed02685336247fd393af9c62f06114c0c554ef7c399d9b4e,"94,59","30,16",107,manhattan_astar,True,107,0,True,1496,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0021592499979306012,0.0021592499979306012
size100_open_random_seed120260762,100,open_random,120260762,0.3,aeb71c5beaee66f81f7517596d81392d9e1c65dc97ccf27c013c191df32c6dcf,"48,97","47,91",9,manhattan_astar,True,9,0,True,21,0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.1208008294925094e-05,3.1208008294925094e-05
size100_open_random_seed120260763,100,open_random,120260763,0.4,f2b30a5ded3c9822239f299b73c0811397149b52ed25881d9f319374bbf37755,"56,11","62,87",200,manhattan_astar,True,200,0,True,2271,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.002907125002820976,0.002907125002820976
size100_open_random_seed120260764,100,open_random,120260764,0.1,11af170dda5fe51ece932b10b9e65685e802d37e9d90abffdd96543bcbc3c07c,"90,76","75,25",66,manhattan_astar,True,66,0,True,634,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.000934416995733045,0.000934416995733045
size100_open_random_seed120260765,100,open_random,120260765,0.2,1320f397ae135b845eabb931f5801700b9ba262f88bb93336fa6922d8c6f3362,"38,28","36,15",15,manhattan_astar,True,15,0,True,25,0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.954100247938186e-05,3.954100247938186e-05
size100_open_random_seed120260766,100,open_random,120260766,0.3,4c71499aa0f0477dbe08963fccc7192eae91d5ea2a727256225844bcf97aff36,"69,56","58,32",35,manhattan_astar,True,35,0,True,132,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0001837919990066439,0.0001837919990066439
size100_open_random_seed120260767,100,open_random,120260767,0.4,41656bbe2d51e828379503ada5f709bd132d095ba55fafcaf72d204ba37b6660,"61,62","49,21",93,manhattan_astar,True,93,0,True,933,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0012170000118203461,0.0012170000118203461
size100_open_random_seed120260768,100,open_random,120260768,0.1,b041a882cc7a9ed1a24657f88aa89098293b59b85e6e1c7a49bf5995abb06878,"37,21","54,92",88,manhattan_astar,True,88,0,True,838,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0012298750079935417,0.0012298750079935417
size100_open_random_seed120260769,100,open_random,120260769,0.2,9c96574a1a2a9318a4dc95cb7d4ad9091b67115cde360c630ed136645a9a2675,"22,29","89,48",88,manhattan_astar,True,88,0,True,692,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0009860409918474033,0.0009860409918474033
size100_open_random_seed120260770,100,open_random,120260770,0.3,621895587221a44587641682105825853d54beda18040e5fce30da912cc4817a,"38,88","76,83",57,manhattan_astar,True,57,0,True,343,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.00044837499444838613,0.00044837499444838613
size100_open_random_seed120260771,100,open_random,120260771,0.4,16550f86b766ddd5e4d2f0596a7251755395582f2645471919c597ca47970460,"90,64","14,1",231,manhattan_astar,True,231,0,True,2852,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.003742291999515146,0.003742291999515146
size100_open_random_seed120260772,100,open_random,120260772,0.1,dcbf81076624a4b76f8b52b9606c7e20d458c7dc6b559e203c5bcba7b09a8e02,"20,45","62,28",59,manhattan_astar,True,59,0,True,578,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0008571249927626923,0.0008571249927626923
size100_open_random_seed120260773,100,open_random,120260773,0.2,e92673695caa9f7586e4dbecc5f4f86688955586efec39c5a8c9a559d260915a,"53,73","59,97",32,manhattan_astar,True,32,0,True,107,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0001502499944763258,0.0001502499944763258
size100_open_random_seed120260774,100,open_random,120260774,0.3,bd316adb684319936d69f30f46c4c1902e703f193a44dc51fee9cd1f0010fb3a,"82,68","38,37",77,manhattan_astar,True,77,0,True,403,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0005867500003660098,0.0005867500003660098
size100_open_random_seed120260775,100,open_random,120260775,0.4,0768708978ff780348964f6acc957af76fd8cf861e5c9d789443f9e1f505769f,"96,69","7,1",187,manhattan_astar,True,187,0,True,1904,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0024839999969117343,0.0024839999969117343
size100_open_random_seed120260776,100,open_random,120260776,0.1,49fe87edc8b924abf18326df8b88b53835de3ae7e5e2e89aa4166f0f919e8bfd,"35,28","76,75",88,manhattan_astar,True,88,0,True,1577,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.002343959000427276,0.002343959000427276
size100_open_random_seed120260777,100,open_random,120260777,0.2,acb8a49e07dad1ce3be3cd2c52f212cd902faaf4051d54c01a808bd7a3fe0b41,"11,36","59,63",75,manhattan_astar,True,75,0,True,715,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0010016250016633421,0.0010016250016633421
size100_open_random_seed120260778,100,open_random,120260778,0.3,257fc8a9c56df25cd31627c1402a481b14f6c3c2d12fe006b51c639ef3269fe4,"31,27","33,64",53,manhattan_astar,True,53,0,True,304,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0004163750127190724,0.0004163750127190724
size100_open_random_seed120260779,100,open_random,120260779,0.4,494691431b98caf50575efefe64c6a801ef37a84d734218b8be2a84ffcf5b408,"24,6","25,6",1,manhattan_astar,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,4.416011506691575e-06,4.416011506691575e-06
size100_open_random_seed120260780,100,open_random,120260780,0.1,c3e1af24746dd87f3d718d78d57497ec409f79e5536cc8298b2607de5f99418c,"35,71","96,87",77,manhattan_astar,True,77,0,True,595,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0008481660042889416,0.0008481660042889416
size100_open_random_seed120260781,100,open_random,120260781,0.2,0e198f3c3f749be76de7cbd86d3a60d6a0a3b543545bc7acb7adbcd63770f955,"80,92","25,92",65,manhattan_astar,True,65,0,True,435,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0005881670076632872,0.0005881670076632872
size100_open_random_seed120260782,100,open_random,120260782,0.3,c1039b4b887b1bdbbb1b6d0d2096b63477319027a70f4b3bb21818847d2304f4,"3,90","13,92",14,manhattan_astar,True,14,0,True,44,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.466599006671458e-05,6.466599006671458e-05
size100_open_random_seed120260783,100,open_random,120260783,0.4,cca073a254d19184405526f682a9d88f7bbba54ca0339a96c8441ce34e63a479,"24,94","6,72",46,manhattan_astar,True,46,0,True,136,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0001710840006126091,0.0001710840006126091
size100_open_random_seed120260784,100,open_random,120260784,0.1,ac3900925208b687ee1eaa9db8f32d601ef69bf2946317c5355019fa307e1b37,"42,95","38,24",77,manhattan_astar,True,77,0,True,263,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0004154579946771264,0.0004154579946771264
size100_open_random_seed120260785,100,open_random,120260785,0.2,5313ec998f79cd7fb79a93722bcf77329df906775f9896c03382a333ac86270d,"33,25","63,37",42,manhattan_astar,True,42,0,True,161,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.00023320800391957164,0.00023320800391957164
size100_open_random_seed120260786,100,open_random,120260786,0.3,70bb0dff9523665fad38f6a3bf88295f965f4827d3df4e4b593d4ae0bff18c4d,"60,56","91,61",46,manhattan_astar,True,46,0,True,248,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0003418340056668967,0.0003418340056668967
size100_open_random_seed120260787,100,open_random,120260787,0.4,dcda8969f0072e4369085664eec18e71b946bff3de85bdf8555b4f21e827980b,"25,64","26,64",1,manhattan_astar,True,1,0,True,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,4.250003257766366e-06,4.250003257766366e-06
size100_open_random_seed120260788,100,open_random,120260788,0.1,cebb833a4858aa5d834d6ee14bd0ef0807c98a3f5bbf012d1b611e79e37089ee,"4,45","69,56",76,manhattan_astar,True,76,0,True,505,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0007535409968113527,0.0007535409968113527
size100_open_random_seed120260789,100,open_random,120260789,0.2,9976e9bb7d246899672d9efd7ad1bf0b3f9ee797e2e038f4494ccb5c339514b4,"14,23","68,2",75,manhattan_astar,True,75,0,True,491,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0006794999935664237,0.0006794999935664237
size100_open_random_seed120260790,100,open_random,120260790,0.3,301c6f810e2e58a60e527b1a4ce1014a10192cb95f340d00504d39bcd4f34faf,"93,27","73,66",107,manhattan_astar,True,107,0,True,1889,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0024891659995773807,0.0024891659995773807
size100_open_random_seed120260791,100,open_random,120260791,0.4,d0625a3e1c59329c5c4e666f2858c237fa1b32edc3c8783299dcd320aabaf0d6,"51,84","52,80",5,manhattan_astar,True,5,0,True,9,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.5833997167646885e-05,1.5833997167646885e-05
size100_open_random_seed120260792,100,open_random,120260792,0.1,b766d77dc6171b16afd8e28e2a7c75fce2d886c925021687b883763e6104a836,"12,61","86,77",90,manhattan_astar,True,90,0,True,936,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0013542079977924004,0.0013542079977924004
size100_open_random_seed120260793,100,open_random,120260793,0.2,902038878556bd538ba6d99a324663662da0f957b1548ab644fe28a1831964de,"49,20","1,23",57,manhattan_astar,True,57,0,True,230,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.00032866599212866277,0.00032866599212866277
size100_open_random_seed120260794,100,open_random,120260794,0.3,f1f435052e0bfb0bd27337d1f783bee24c0a1e28bbc5ca2fc1089f8cd513fd1c,"15,1","30,12",26,manhattan_astar,True,26,0,True,80,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.00011191600060556084,0.00011191600060556084
size100_open_random_seed120260795,100,open_random,120260795,0.4,d92f3ff6c2760ad2076f0f694f0347dec9343b453e2f459721e9c15d4835ceb7,"83,71","93,96",39,manhattan_astar,True,39,0,True,93,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.00012558299931697547,0.00012558299931697547
size100_open_random_seed120260796,100,open_random,120260796,0.1,d49517ad0ce217e7c360565fec64439df43c6d232f9cf2faeb8c15b57d13373f,"97,45","27,18",97,manhattan_astar,True,97,0,True,1224,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0018934580002678558,0.0018934580002678558
size100_open_random_seed120260797,100,open_random,120260797,0.2,a1aa44578eafb42fc07dd8181e8874034832d986b473d3b8843a0de9cfcbf587,"9,57","77,29",98,manhattan_astar,True,98,0,True,1219,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0017633750103414059,0.0017633750103414059
size100_open_random_seed120260798,100,open_random,120260798,0.3,7b5d97d4ca26f473d6dd655937252b8d42e69c9734c92ae31ac502d957112bf3,"60,86","63,7",114,manhattan_astar,True,114,0,True,1365,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.001931832986883819,0.001931832986883819
size100_open_random_seed120260799,100,open_random,120260799,0.4,f0841b35af1a269d13f32980348214d4cf85a1a1e231c64fc39577b3632310ec,"5,47","7,92",59,manhattan_astar,True,59,0,True,210,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0002763340016826987,0.0002763340016826987
size100_open_random_seed120260800,100,open_random,120260800,0.1,09ab4929b2ad5d4576f5496c0ec0f4823b27f23914bd3c38a8e68b8f8b76afa8,"14,42","11,77",40,manhattan_astar,True,40,0,True,120,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0001916250039357692,0.0001916250039357692
size100_open_random_seed120260801,100,open_random,120260801,0.2,3973625c7979fc8671cd20170381a7509166651f72327829ffcaab4d07f37afc,"99,18","9,0",110,manhattan_astar,True,110,0,True,1107,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0015871670038904995,0.0015871670038904995
size100_open_random_seed120260802,100,open_random,120260802,0.3,d508e2fb6752699715676dabf3e50140bb96ba835babfe585e88bee636fdf20e,"59,43","67,7",56,manhattan_astar,True,56,0,True,391,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0005434999911813065,0.0005434999911813065
size100_open_random_seed120260803,100,open_random,120260803,0.4,de09c0cb3bc2172748099dfb62f9bee02be47e3231985fbcc140f9cde6c36692,"70,86","25,65",130,manhattan_astar,True,130,0,True,1094,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.001507291992311366,0.001507291992311366
size100_open_random_seed120260804,100,open_random,120260804,0.1,654d5960c9eff4bbd000db792ebb543a2c264dc2d4b44a538885c17df11e6b0b,"86,50","38,39",59,manhattan_astar,True,59,0,True,322,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0005071249906904995,0.0005071249906904995
size100_open_random_seed120260805,100,open_random,120260805,0.2,9ba4d289dc971f7fa2a5ada80fc6ee633bb1389a57bd5edacdd6a14f3eafd82b,"60,33","38,53",44,manhattan_astar,True,44,0,True,299,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0004605830035870895,0.0004605830035870895
