case_id,map_size,structure_type,seed,obstacle_rate,grid_sha256,start,goal,optimal_cost,algorithm,path_found,path_cost,path_cost_gap,optimal,expanded_nodes,unet_call_count,unet_scored_node_count,cache_hit_count,cache_hit_rate,cached_region_count,patch_extraction_seconds,cache_lookup_seconds,unet_inference_seconds,full_map_inference_seconds,astar_search_seconds,total_runtime_seconds
size100_open_random_seed120260728,100,open_random,120260728,0.1,f9a2404b560cb2f41fc97dbebedee38e18920aa6c87c79ad0e443b795d07a10c,"78,29","81,69",47,full_map_unet_tiebreak,True,47,0,True,195,1,0,0,0.0,0,0.0,0.0,0.0,0.01960107600007177,0.0006050040001355228,0.020206080000207294
size100_open_random_seed120260728,100,open_random,120260728,0.1,f9a2404b560cb2f41fc97dbebedee38e18920aa6c87c79ad0e443b795d07a10c,"78,29","81,69",47,lazy_patch_32_no_cache,True,47,0,True,195,255,255,0,0.0,0,0.00642128900130956,0.0,0.18031200799919134,0.0,0.004511514999421706,0.1912448119999226
size100_open_random_seed120260728,100,open_random,120260728,0.1,f9a2404b560cb2f41fc97dbebedee38e18920aa6c87c79ad0e443b795d07a10c,"78,29","81,69",47,region_cache_patch_32,True,47,0,True,195,3,258,255,0.9883720930232558,3,0.0092400120001912,2.2426000441555516e-05,0.005004710000093837,0.0,0.0011735879991192633,0.015440735999845856
size100_open_random_seed120260728,100,open_random,120260728,0.1,f9a2404b560cb2f41fc97dbebedee38e18920aa6c87c79ad0e443b795d07a10c,"78,29","81,69",47,region_cache_patch_64,True,47,0,True,195,2,257,255,0.9922178988326849,2,0.011006498000142528,1.9029000441150856e-05,0.004700582999703329,0.0,0.00045971999975336075,0.01618583000004037
